| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/BaseKeyedPooledObjectFactory.java:68:16:68:32               | wrap                            |    1 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/BaseKeyedPooledObjectFactory.java:68:21:68:31               | wrap(V)                                                      | makeObject                                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/BaseKeyedPooledObjectFactory.java:67:28:67:37               | BaseKeyedPooledObjectFactory               | wrap                            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/BaseKeyedPooledObjectFactory.java:102:37:102:40       | BaseKeyedPooledObjectFactory                |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/AbandonedConfig.java:289:35:289:83                     | ofSeconds                       |    1 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/AbandonedConfig.java:289:54:289:82                     | ofSeconds(long)                                              | setRemoveAbandonedTimeout                   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/AbandonedConfig.java:288:17:288:41                     | AbandonedConfig                            | ofSeconds                       | file:///modules/java.base/java/time/Duration.class:0:0:0:0                                                                                                               | Duration                                    |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/AbandonedConfig.java:323:9:323:67                      | append                          |    1 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/AbandonedConfig.java:323:24:323:66                     | append(String)                                               | toString                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/AbandonedConfig.java:321:19:321:26                     | AbandonedConfig                            | append                          | file:///modules/java.base/java/lang/StringBuilder.class:0:0:0:0                                                                                                          | StringBuilder                               |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/AbandonedConfig.java:324:9:324:47                      | append                          |    1 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/AbandonedConfig.java:324:24:324:46                     | append(boolean)                                              | toString                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/AbandonedConfig.java:321:19:321:26                     | AbandonedConfig                            | append                          | file:///modules/java.base/java/lang/StringBuilder.class:0:0:0:0                                                                                                          | StringBuilder                               |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/AbandonedConfig.java:325:9:325:57                      | append                          |    1 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/AbandonedConfig.java:325:24:325:56                     | append(String)                                               | toString                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/AbandonedConfig.java:321:19:321:26                     | AbandonedConfig                            | append                          | file:///modules/java.base/java/lang/StringBuilder.class:0:0:0:0                                                                                                          | StringBuilder                               |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/AbandonedConfig.java:326:9:326:52                      | append                          |    1 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/AbandonedConfig.java:326:24:326:51                     | append(boolean)                                              | toString                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/AbandonedConfig.java:321:19:321:26                     | AbandonedConfig                            | append                          | file:///modules/java.base/java/lang/StringBuilder.class:0:0:0:0                                                                                                          | StringBuilder                               |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/AbandonedConfig.java:327:9:327:59                      | append                          |    1 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/AbandonedConfig.java:327:24:327:58                     | append(String)                                               | toString                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/AbandonedConfig.java:321:19:321:26                     | AbandonedConfig                            | append                          | file:///modules/java.base/java/lang/StringBuilder.class:0:0:0:0                                                                                                          | StringBuilder                               |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/AbandonedConfig.java:328:9:328:54                      | append                          |    1 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/AbandonedConfig.java:328:24:328:53                     | append(Object)                                               | toString                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/AbandonedConfig.java:321:19:321:26                     | AbandonedConfig                            | append                          | file:///modules/java.base/java/lang/StringBuilder.class:0:0:0:0                                                                                                          | StringBuilder                               |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/AbandonedConfig.java:329:9:329:41                      | append                          |    1 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/AbandonedConfig.java:329:24:329:40                     | append(String)                                               | toString                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/AbandonedConfig.java:321:19:321:26                     | AbandonedConfig                            | append                          | file:///modules/java.base/java/lang/StringBuilder.class:0:0:0:0                                                                                                          | StringBuilder                               |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/AbandonedConfig.java:330:9:330:36                      | append                          |    1 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/AbandonedConfig.java:330:24:330:35                     | append(boolean)                                              | toString                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/AbandonedConfig.java:321:19:321:26                     | AbandonedConfig                            | append                          | file:///modules/java.base/java/lang/StringBuilder.class:0:0:0:0                                                                                                          | StringBuilder                               |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/AbandonedConfig.java:331:9:331:38                      | append                          |    1 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/AbandonedConfig.java:331:24:331:37                     | append(String)                                               | toString                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/AbandonedConfig.java:321:19:321:26                     | AbandonedConfig                            | append                          | file:///modules/java.base/java/lang/StringBuilder.class:0:0:0:0                                                                                                          | StringBuilder                               |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/AbandonedConfig.java:332:9:332:33                      | append                          |    1 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/AbandonedConfig.java:332:24:332:32                     | append(Object)                                               | toString                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/AbandonedConfig.java:321:19:321:26                     | AbandonedConfig                            | append                          | file:///modules/java.base/java/lang/StringBuilder.class:0:0:0:0                                                                                                          | StringBuilder                               |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/AbandonedConfig.java:333:9:333:45                      | append                          |    1 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/AbandonedConfig.java:333:24:333:44                     | append(String)                                               | toString                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/AbandonedConfig.java:321:19:321:26                     | AbandonedConfig                            | append                          | file:///modules/java.base/java/lang/StringBuilder.class:0:0:0:0                                                                                                          | StringBuilder                               |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/AbandonedConfig.java:334:9:334:40                      | append                          |    1 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/AbandonedConfig.java:334:24:334:39                     | append(boolean)                                              | toString                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/AbandonedConfig.java:321:19:321:26                     | AbandonedConfig                            | append                          | file:///modules/java.base/java/lang/StringBuilder.class:0:0:0:0                                                                                                          | StringBuilder                               |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/AbandonedConfig.java:335:9:335:27                      | append                          |    1 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/AbandonedConfig.java:335:24:335:26                     | append(String)                                               | toString                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/AbandonedConfig.java:321:19:321:26                     | AbandonedConfig                            | append                          | file:///modules/java.base/java/lang/StringBuilder.class:0:0:0:0                                                                                                          | StringBuilder                               |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:275:13:275:49               | ofSeconds                       |    1 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:275:32:275:48               | ofSeconds(long)                                              | <clinit>                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:51:23:51:43                 | BaseGenericObjectPool                      | ofSeconds                       | file:///modules/java.base/java/time/Duration.class:0:0:0:0                                                                                                               | Duration                                    |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:113:13:113:41               | cancel                          |    1 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:113:36:113:40               | cancel(boolean)                                              | cancel                                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:112:14:112:19               | Evictor                                    | cancel                          | file:///modules/java.base/java/util/concurrent/Future.class:0:0:0:0                                                                                                      | Future                                      |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:172:20:172:52               | identityHashCode                |    1 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:172:44:172:51               | identityHashCode(Object)                                     | hashCode                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:171:20:171:27               | IdentityWrapper                            | identityHashCode                | file:///modules/java.base/java/lang/System.class:0:0:0:0                                                                                                                 | System                                      |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:178:13:178:56               | append                          |    1 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:178:28:178:55               | append(String)                                               | toString                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:176:23:176:30               | IdentityWrapper                            | append                          | file:///modules/java.base/java/lang/StringBuilder.class:0:0:0:0                                                                                                          | StringBuilder                               |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:179:13:179:36               | append                          |    1 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:179:28:179:35               | append(Object)                                               | toString                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:176:23:176:30               | IdentityWrapper                            | append                          | file:///modules/java.base/java/lang/StringBuilder.class:0:0:0:0                                                                                                          | StringBuilder                               |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:180:13:180:31               | append                          |    1 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:180:28:180:30               | append(String)                                               | toString                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:176:23:176:30               | IdentityWrapper                            | append                          | file:///modules/java.base/java/lang/StringBuilder.class:0:0:0:0                                                                                                          | StringBuilder                               |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:209:13:209:33               | add                             |    1 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:209:17:209:32               | add(long)                                                    | add                                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:208:14:208:16               | StatsStore                                 | add                             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:218:27:218:29         | StatsStore                                  |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:219:13:219:36               | set                             |    1 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:219:31:219:35               | set(long)                                                    | add                                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:218:27:218:29               | StatsStore                                 | set                             | file:///modules/java.base/java/util/concurrent/atomic/AtomicLong.class:0:0:0:0                                                                                           | AtomicLong                                  |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:232:20:232:79               | collect                         |    1 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:232:60:232:78               | collect(Collector<? super AtomicLong,A,R>)                   | getCurrentValues                            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:231:39:231:54               | StatsStore                                 | collect                         | file:///modules/java.base/java/util/stream/Stream.class:0:0:0:0                                                                                                          | Stream<AtomicLong>                          |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:232:20:232:50               | stream                          |    3 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:232:34:232:39               | stream(T[], int, int)                                        | getCurrentValues                            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:231:39:231:54               | StatsStore                                 | stream                          | file:///modules/java.base/java/util/Arrays.class:0:0:0:0                                                                                                                 | Arrays                                      |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:232:20:232:50               | stream                          |    3 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:232:42:232:42               | stream(T[], int, int)                                        | getCurrentValues                            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:231:39:231:54               | StatsStore                                 | stream                          | file:///modules/java.base/java/util/Arrays.class:0:0:0:0                                                                                                                 | Arrays                                      |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:232:20:232:50               | stream                          |    3 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:232:45:232:49               | stream(T[], int, int)                                        | getCurrentValues                            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:231:39:231:54               | StatsStore                                 | stream                          | file:///modules/java.base/java/util/Arrays.class:0:0:0:0                                                                                                                 | Arrays                                      |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:256:13:256:42               | append                          |    1 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:256:28:256:41               | append(String)                                               | toString                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:254:23:254:30               | StatsStore                                 | append                          | file:///modules/java.base/java/lang/StringBuilder.class:0:0:0:0                                                                                                          | StringBuilder                               |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:257:13:257:46               | append                          |    1 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:257:28:257:45               | append(Object)                                               | toString                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:254:23:254:30               | StatsStore                                 | append                          | file:///modules/java.base/java/lang/StringBuilder.class:0:0:0:0                                                                                                          | StringBuilder                               |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:258:13:258:38               | append                          |    1 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:258:28:258:37               | append(String)                                               | toString                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:254:23:254:30               | StatsStore                                 | append                          | file:///modules/java.base/java/lang/StringBuilder.class:0:0:0:0                                                                                                          | StringBuilder                               |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:259:13:259:32               | append                          |    1 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:259:28:259:31               | append(int)                                                  | toString                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:254:23:254:30               | StatsStore                                 | append                          | file:///modules/java.base/java/lang/StringBuilder.class:0:0:0:0                                                                                                          | StringBuilder                               |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:260:13:260:38               | append                          |    1 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:260:28:260:37               | append(String)                                               | toString                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:254:23:254:30               | StatsStore                                 | append                          | file:///modules/java.base/java/lang/StringBuilder.class:0:0:0:0                                                                                                          | StringBuilder                               |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:261:13:261:33               | append                          |    1 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:261:28:261:32               | append(int)                                                  | toString                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:254:23:254:30               | StatsStore                                 | append                          | file:///modules/java.base/java/lang/StringBuilder.class:0:0:0:0                                                                                                          | StringBuilder                               |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:262:13:262:31               | append                          |    1 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:262:28:262:30               | append(String)                                               | toString                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:254:23:254:30               | StatsStore                                 | append                          | file:///modules/java.base/java/lang/StringBuilder.class:0:0:0:0                                                                                                          | StringBuilder                               |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:376:17:376:88               | minus                           |    1 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:376:37:376:87               | minus(TemporalAmount)                                        | createRemoveList                            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:372:32:372:47               | BaseGenericObjectPool                      | minus                           | file:///modules/java.base/java/time/Instant.class:0:0:0:0                                                                                                                | Instant                                     |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:378:9:390:26                | forEach                         |    1 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:381:25:390:25               | forEach(Consumer<? super PooledObject<T>>)                   | createRemoveList                            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:372:32:372:47               | BaseGenericObjectPool                      | forEach                         | file:///modules/java.base/java/lang/Iterable.class:0:0:0:0                                                                                                               | Iterable<PooledObject<T>>                   |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:384:44:384:95               | compareTo                       |    1 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:384:88:384:94               | compareTo(Instant)                                           | accept                                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:381:25:390:25               | new Consumer<PooledObject<T>>(...) { ... } | compareTo                       | file:///modules/java.base/java/time/Instant.class:0:0:0:0                                                                                                                | Instant                                     |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:387:37:387:60               | add                             |    1 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:387:48:387:59               | add(PooledObject<T>)                                         | accept                                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:381:25:390:25               | new Consumer<PooledObject<T>>(...) { ... } | add                             | file:///modules/java.base/java/util/ArrayList.class:0:0:0:0                                                                                                              | ArrayList<PooledObject<T>>                  |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:877:9:877:29                | printStackTrace                 |    1 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:877:27:877:28               | printStackTrace(PrintWriter)                                 | getStackTrace                               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:874:20:874:32               | BaseGenericObjectPool                      | printStackTrace                 | file:///modules/java.base/java/lang/Throwable.class:0:0:0:0                                                                                                              | Throwable                                   |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:1050:32:1050:68             | copy                            |    1 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:1050:53:1050:67             | copy(AbandonedConfig)                                        | setAbandonedConfig                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:1049:17:1049:34             | BaseGenericObjectPool                      | copy                            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/AbandonedConfig.java:45:35:45:38                 | AbandonedConfig                             |
| file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:1094:32:1094:74             | forName                         |    3 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:1094:46:1094:54             | forName(String, boolean, ClassLoader)                        | setEvictionPolicy                           | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/commons-pool/src/main/java/org/apache/commons/pool2/impl/BaseGenericObjectPool.java:1088:18:1088:34             | BaseGenericObjectPool                      | forName                         | file:///modules/java.base/java/lang/Class.class:0:0:0:0                                                                                                                  | Class                                       |
