| import LCPForDelta                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/com/kamikaze/pfordelta/LCPForDelta_ESTest.java:11:1:11:42                                                   |
| import EvoSuiteClassExclude                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/com/kamikaze/pfordelta/Simple16_ESTest_scaffolding.java:9:1:9:60                                            |
| import EvoSuiteClassExclude                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/BinaryPacking_ESTest_scaffolding.java:9:1:9:60                                 |
| import EvoSuiteClassExclude                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/BitPacking_ESTest_scaffolding.java:9:1:9:60                                    |
| import EvoSuiteClassExclude                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/Composition_ESTest_scaffolding.java:9:1:9:60                                   |
| import EvoSuiteClassExclude                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/DeltaZigzagBinaryPacking_ESTest_scaffolding.java:9:1:9:60                      |
| import EvoSuiteClassExclude                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/DeltaZigzagEncoding_ESTest_scaffolding.java:9:1:9:60                           |
| import EvoSuiteClassExclude                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/DeltaZigzagVariableByte_ESTest_scaffolding.java:9:1:9:60                       |
| import EvoSuiteClassExclude                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/FastPFOR128_ESTest_scaffolding.java:9:1:9:60                                   |
| import EvoSuiteClassExclude                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/FastPFOR_ESTest_scaffolding.java:9:1:9:60                                      |
| import EvoSuiteClassExclude                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/IntCompressor_ESTest_scaffolding.java:9:1:9:60                                 |
| import EvoSuiteClassExclude                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/IntWrapper_ESTest_scaffolding.java:9:1:9:60                                    |
| import EvoSuiteClassExclude                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/JustCopy_ESTest_scaffolding.java:9:1:9:60                                      |
| import EvoSuiteClassExclude                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/Kamikaze_ESTest_scaffolding.java:9:1:9:60                                      |
| import EvoSuiteClassExclude                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/NewPFDS16_ESTest_scaffolding.java:9:1:9:60                                     |
| import EvoSuiteClassExclude                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/NewPFDS9_ESTest_scaffolding.java:9:1:9:60                                      |
| import EvoSuiteClassExclude                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/NewPFD_ESTest_scaffolding.java:9:1:9:60                                        |
| import EvoSuiteClassExclude                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/OptPFDS16_ESTest_scaffolding.java:9:1:9:60                                     |
| import EvoSuiteClassExclude                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/OptPFDS9_ESTest_scaffolding.java:9:1:9:60                                      |
| import EvoSuiteClassExclude                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/OptPFD_ESTest_scaffolding.java:9:1:9:60                                        |
| import EvoSuiteClassExclude                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/S16_ESTest_scaffolding.java:9:1:9:60                                           |
| import EvoSuiteClassExclude                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/S9_ESTest_scaffolding.java:9:1:9:60                                            |
| import EvoSuiteClassExclude                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/Simple16_ESTest_scaffolding.java:9:1:9:60                                      |
| import EvoSuiteClassExclude                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/Simple9_ESTest_scaffolding.java:9:1:9:60                                       |
| import EvoSuiteClassExclude                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/SkippableComposition_ESTest_scaffolding.java:9:1:9:60                          |
| import EvoSuiteClassExclude                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/UncompressibleInputException_ESTest_scaffolding.java:9:1:9:60                  |
| import EvoSuiteClassExclude                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/Util_ESTest_scaffolding.java:9:1:9:60                                          |
| import EvoSuiteClassExclude                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/VariableByte_ESTest_scaffolding.java:9:1:9:60                                  |
| import EvoSuiteClassExclude                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/benchmarktools/BenchmarkBitPacking_ESTest_scaffolding.java:9:1:9:60            |
| import EvoSuiteClassExclude                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/benchmarktools/BenchmarkOffsettedSeries_ESTest_scaffolding.java:9:1:9:60       |
| import EvoSuiteClassExclude                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/benchmarktools/BenchmarkSkippable_ESTest_scaffolding.java:9:1:9:60             |
| import EvoSuiteClassExclude                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/benchmarktools/Benchmark_ESTest_scaffolding.java:9:1:9:60                      |
| import EvoSuiteClassExclude                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/benchmarktools/PerformanceLogger_ESTest_scaffolding.java:9:1:9:60              |
| import EvoSuiteClassExclude                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/differential/Delta_ESTest_scaffolding.java:9:1:9:60                            |
| import EvoSuiteClassExclude                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/differential/IntegratedBinaryPacking_ESTest_scaffolding.java:9:1:9:60          |
| import EvoSuiteClassExclude                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/differential/IntegratedBitPacking_ESTest_scaffolding.java:9:1:9:60             |
| import EvoSuiteClassExclude                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/differential/IntegratedComposition_ESTest_scaffolding.java:9:1:9:60            |
| import EvoSuiteClassExclude                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/differential/IntegratedIntCompressor_ESTest_scaffolding.java:9:1:9:60          |
| import EvoSuiteClassExclude                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/differential/IntegratedVariableByte_ESTest_scaffolding.java:9:1:9:60           |
| import EvoSuiteClassExclude                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/differential/SkippableIntegratedComposition_ESTest_scaffolding.java:9:1:9:60   |
| import EvoSuiteClassExclude                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/differential/XorBinaryPacking_ESTest_scaffolding.java:9:1:9:60                 |
| import EvoSuiteClassExclude                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/synth/ClusteredDataGenerator_ESTest_scaffolding.java:9:1:9:60                  |
| import EvoSuiteClassExclude                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/synth/UniformDataGenerator_ESTest_scaffolding.java:9:1:9:60                    |
| import EvoSuiteClassExclude                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/longcompression/LongAs2IntsCodec_ESTest_scaffolding.java:9:1:9:60                                 |
| import EvoSuiteClassExclude                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/longcompression/LongComposition_ESTest_scaffolding.java:9:1:9:60                                  |
| import EvoSuiteClassExclude                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/longcompression/LongJustCopy_ESTest_scaffolding.java:9:1:9:60                                     |
| import EvoSuiteClassExclude                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/longcompression/LongUtil_ESTest_scaffolding.java:9:1:9:60                                         |
| import EvoSuiteClassExclude                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/longcompression/LongVariableByte_ESTest_scaffolding.java:9:1:9:60                                 |
| import EvoSuiteClassExclude                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/longcompression/RoaringIntPacking_ESTest_scaffolding.java:9:1:9:60                                |
| import EvoSuiteClassExclude                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/longcompression/SkippableLongComposition_ESTest_scaffolding.java:9:1:9:60                         |
| import EvoSuiteClassExclude                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/longcompression/differential/LongDelta_ESTest_scaffolding.java:9:1:9:60                           |
| import After                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/com/kamikaze/pfordelta/LCPForDelta_ESTest_scaffolding.java:12:1:12:23                                       |
| import After                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/com/kamikaze/pfordelta/PForDeltaUnpack128WIthIntBuffer_ESTest_scaffolding.java:12:1:12:23                   |
| import After                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/com/kamikaze/pfordelta/PForDeltaUnpack128_ESTest_scaffolding.java:12:1:12:23                                |
| import After                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/com/kamikaze/pfordelta/PForDelta_ESTest_scaffolding.java:12:1:12:23                                         |
| import After                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/com/kamikaze/pfordelta/Simple16WithHardCodes_ESTest_scaffolding.java:12:1:12:23                             |
| import After                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/com/kamikaze/pfordelta/Simple16_ESTest_scaffolding.java:12:1:12:23                                          |
| import After                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/BinaryPacking_ESTest_scaffolding.java:12:1:12:23                               |
| import After                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/BitPacking_ESTest_scaffolding.java:12:1:12:23                                  |
| import After                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/Composition_ESTest_scaffolding.java:12:1:12:23                                 |
| import After                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/DeltaZigzagBinaryPacking_ESTest_scaffolding.java:12:1:12:23                    |
| import After                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/DeltaZigzagEncoding_ESTest_scaffolding.java:12:1:12:23                         |
| import After                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/DeltaZigzagVariableByte_ESTest_scaffolding.java:12:1:12:23                     |
| import After                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/FastPFOR128_ESTest_scaffolding.java:12:1:12:23                                 |
| import After                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/FastPFOR_ESTest_scaffolding.java:12:1:12:23                                    |
| import After                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/IntCompressor_ESTest_scaffolding.java:12:1:12:23                               |
| import After                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/IntWrapper_ESTest_scaffolding.java:12:1:12:23                                  |
| import After                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/JustCopy_ESTest_scaffolding.java:12:1:12:23                                    |
| import After                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/Kamikaze_ESTest_scaffolding.java:12:1:12:23                                    |
| import After                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/NewPFDS16_ESTest_scaffolding.java:12:1:12:23                                   |
| import After                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/NewPFDS9_ESTest_scaffolding.java:12:1:12:23                                    |
| import After                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/NewPFD_ESTest_scaffolding.java:12:1:12:23                                      |
| import After                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/OptPFDS16_ESTest_scaffolding.java:12:1:12:23                                   |
| import After                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/OptPFDS9_ESTest_scaffolding.java:12:1:12:23                                    |
| import After                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/OptPFD_ESTest_scaffolding.java:12:1:12:23                                      |
| import After                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/S16_ESTest_scaffolding.java:12:1:12:23                                         |
| import After                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/S9_ESTest_scaffolding.java:12:1:12:23                                          |
| import After                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/Simple16_ESTest_scaffolding.java:12:1:12:23                                    |
| import After                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/Simple9_ESTest_scaffolding.java:12:1:12:23                                     |
| import After                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/SkippableComposition_ESTest_scaffolding.java:12:1:12:23                        |
| import After                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/UncompressibleInputException_ESTest_scaffolding.java:12:1:12:23                |
| import After                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/Util_ESTest_scaffolding.java:12:1:12:23                                        |
| import After                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/VariableByte_ESTest_scaffolding.java:12:1:12:23                                |
| import After                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/benchmarktools/BenchmarkBitPacking_ESTest_scaffolding.java:12:1:12:23          |
| import After                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/benchmarktools/BenchmarkOffsettedSeries_ESTest_scaffolding.java:12:1:12:23     |
| import After                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/benchmarktools/BenchmarkSkippable_ESTest_scaffolding.java:12:1:12:23           |
| import After                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/benchmarktools/Benchmark_ESTest_scaffolding.java:12:1:12:23                    |
| import After                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/benchmarktools/PerformanceLogger_ESTest_scaffolding.java:12:1:12:23            |
| import After                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/differential/Delta_ESTest_scaffolding.java:12:1:12:23                          |
| import After                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/differential/IntegratedBinaryPacking_ESTest_scaffolding.java:12:1:12:23        |
| import After                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/differential/IntegratedBitPacking_ESTest_scaffolding.java:12:1:12:23           |
| import After                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/differential/IntegratedComposition_ESTest_scaffolding.java:12:1:12:23          |
| import After                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/differential/IntegratedIntCompressor_ESTest_scaffolding.java:12:1:12:23        |
| import After                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/differential/IntegratedVariableByte_ESTest_scaffolding.java:12:1:12:23         |
| import After                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/differential/SkippableIntegratedComposition_ESTest_scaffolding.java:12:1:12:23 |
| import After                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/differential/XorBinaryPacking_ESTest_scaffolding.java:12:1:12:23               |
| import After                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/synth/ClusteredDataGenerator_ESTest_scaffolding.java:12:1:12:23                |
| import After                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/synth/UniformDataGenerator_ESTest_scaffolding.java:12:1:12:23                  |
| import After                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/longcompression/LongAs2IntsCodec_ESTest_scaffolding.java:12:1:12:23                               |
| import After                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/longcompression/LongComposition_ESTest_scaffolding.java:12:1:12:23                                |
| import After                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/longcompression/LongJustCopy_ESTest_scaffolding.java:12:1:12:23                                   |
| import After                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/longcompression/LongUtil_ESTest_scaffolding.java:12:1:12:23                                       |
| import After                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/longcompression/LongVariableByte_ESTest_scaffolding.java:12:1:12:23                               |
| import After                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/longcompression/RoaringIntPacking_ESTest_scaffolding.java:12:1:12:23                              |
| import After                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/longcompression/SkippableLongComposition_ESTest_scaffolding.java:12:1:12:23                       |
| import After                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/longcompression/differential/LongDelta_ESTest_scaffolding.java:12:1:12:23                         |
| import Before                                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/com/kamikaze/pfordelta/LCPForDelta_ESTest_scaffolding.java:11:1:11:24                                       |
| import Before                                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/com/kamikaze/pfordelta/PForDeltaUnpack128WIthIntBuffer_ESTest_scaffolding.java:11:1:11:24                   |
| import Before                                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/com/kamikaze/pfordelta/PForDeltaUnpack128_ESTest_scaffolding.java:11:1:11:24                                |
| import Before                                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/com/kamikaze/pfordelta/PForDelta_ESTest_scaffolding.java:11:1:11:24                                         |
| import Before                                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/com/kamikaze/pfordelta/Simple16WithHardCodes_ESTest_scaffolding.java:11:1:11:24                             |
| import Before                                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/com/kamikaze/pfordelta/Simple16_ESTest_scaffolding.java:11:1:11:24                                          |
| import Before                                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/BinaryPacking_ESTest_scaffolding.java:11:1:11:24                               |
| import Before                                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/BitPacking_ESTest_scaffolding.java:11:1:11:24                                  |
| import Before                                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/Composition_ESTest_scaffolding.java:11:1:11:24                                 |
| import Before                                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/DeltaZigzagBinaryPacking_ESTest_scaffolding.java:11:1:11:24                    |
| import Before                                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/DeltaZigzagEncoding_ESTest_scaffolding.java:11:1:11:24                         |
| import Before                                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/DeltaZigzagVariableByte_ESTest_scaffolding.java:11:1:11:24                     |
| import Before                                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/FastPFOR128_ESTest_scaffolding.java:11:1:11:24                                 |
| import Before                                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/FastPFOR_ESTest_scaffolding.java:11:1:11:24                                    |
| import Before                                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/IntCompressor_ESTest_scaffolding.java:11:1:11:24                               |
| import Before                                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/IntWrapper_ESTest_scaffolding.java:11:1:11:24                                  |
| import Before                                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/JustCopy_ESTest_scaffolding.java:11:1:11:24                                    |
| import Before                                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/JavaFastPFOR/src/test/java/me/lemire/integercompression/Kamikaze_ESTest_scaffolding.java:11:1:11:24                                    |
