| DefaultFileItem                 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/DefaultFileItem.java:57:12:57:26                  | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/DefaultFileItem.java:63:30:65:5                  | DefaultFileItem(String, String, boolean, String, int, File) |    6 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/DefaultFileItem.java:58:13:58:28                  | super(...)                        | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/DefaultFileItem.java:64:9:64:88                   |
| MockHttpServletRequest          | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/test/java/org/apache/commons/fileupload/MockHttpServletRequest.java:46:12:46:33           | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/test/java/org/apache/commons/fileupload/MockHttpServletRequest.java:47:99:52:5           | MockHttpServletRequest(InputStream, long, String)           |    3 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/test/java/org/apache/commons/fileupload/MockHttpServletRequest.java:47:44:47:67           | put(...)                          | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/test/java/org/apache/commons/fileupload/MockHttpServletRequest.java:51:9:51:66            |
| MockHttpServletRequest          | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/test/java/org/apache/commons/fileupload/MockHttpServletRequest.java:46:12:46:33           | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/test/java/org/apache/commons/fileupload/MockHttpServletRequest.java:47:99:52:5           | MockHttpServletRequest(InputStream, long, String)           |    3 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/test/java/org/apache/commons/fileupload/MockHttpServletRequest.java:47:44:47:67           | super(...)                        | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/test/java/org/apache/commons/fileupload/MockHttpServletRequest.java:46:12:46:33           |
| MockHttpServletRequest          | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/test/java/org/apache/commons/fileupload/MockHttpServletRequest.java:46:12:46:33           | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/test/java/org/apache/commons/fileupload/MockHttpServletRequest.java:47:99:52:5           | MockHttpServletRequest(InputStream, long, String)           |    3 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/test/java/org/apache/commons/fileupload/MockHttpServletRequest.java:47:70:47:96           | <obinit>(...)                     | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/test/java/org/apache/commons/fileupload/MockHttpServletRequest.java:46:12:46:33           |
| MockHttpServletRequest          | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/test/java/org/apache/commons/fileupload/MockHttpServletRequest.java:46:12:46:33           | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/test/java/org/apache/commons/fileupload/MockHttpServletRequest.java:47:99:52:5           | MockHttpServletRequest(InputStream, long, String)           |    3 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/test/java/org/apache/commons/fileupload/MockHttpServletRequest.java:47:70:47:96           | put(...)                          | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/test/java/org/apache/commons/fileupload/MockHttpServletRequest.java:51:9:51:66            |
| MockHttpServletRequest          | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/test/java/org/apache/commons/fileupload/MockHttpServletRequest.java:46:12:46:33           | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/test/java/org/apache/commons/fileupload/MockHttpServletRequest.java:47:99:52:5           | MockHttpServletRequest(InputStream, long, String)           |    3 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/test/java/org/apache/commons/fileupload/MockHttpServletRequest.java:47:70:47:96           | super(...)                        | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/test/java/org/apache/commons/fileupload/MockHttpServletRequest.java:46:12:46:33           |
| MockHttpServletRequest          | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/test/java/org/apache/commons/fileupload/MockHttpServletRequest.java:41:12:41:33           | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/test/java/org/apache/commons/fileupload/MockHttpServletRequest.java:41:90:43:5           | MockHttpServletRequest(byte[], String)                      |    2 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/test/java/org/apache/commons/fileupload/MockHttpServletRequest.java:41:35:41:58           | this(...)                         | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/test/java/org/apache/commons/fileupload/MockHttpServletRequest.java:42:9:42:88            |
| MockHttpServletRequest          | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/test/java/org/apache/commons/fileupload/MockHttpServletRequest.java:41:12:41:33           | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/test/java/org/apache/commons/fileupload/MockHttpServletRequest.java:41:90:43:5           | MockHttpServletRequest(byte[], String)                      |    2 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/test/java/org/apache/commons/fileupload/MockHttpServletRequest.java:41:35:41:58           | new ByteArrayInputStream(...)     | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/test/java/org/apache/commons/fileupload/MockHttpServletRequest.java:42:14:42:50           |
| MockHttpServletRequest          | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/test/java/org/apache/commons/fileupload/MockHttpServletRequest.java:41:12:41:33           | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/test/java/org/apache/commons/fileupload/MockHttpServletRequest.java:41:90:43:5           | MockHttpServletRequest(byte[], String)                      |    2 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/test/java/org/apache/commons/fileupload/MockHttpServletRequest.java:41:61:41:87           | this(...)                         | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/test/java/org/apache/commons/fileupload/MockHttpServletRequest.java:42:9:42:88            |
| MockHttpServletRequest          | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/test/java/org/apache/commons/fileupload/MockHttpServletRequest.java:41:12:41:33           | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/test/java/org/apache/commons/fileupload/MockHttpServletRequest.java:41:90:43:5           | MockHttpServletRequest(byte[], String)                      |    2 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/test/java/org/apache/commons/fileupload/MockHttpServletRequest.java:41:61:41:87           | new ByteArrayInputStream(...)     | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/test/java/org/apache/commons/fileupload/MockHttpServletRequest.java:42:14:42:50           |
| IllegalBoundaryException        | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:620:16:620:39                | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:620:57:622:9                | IllegalBoundaryException(String)                            |    1 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:620:41:620:54                | super(...)                        | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:621:13:621:27                |
| MalformedStreamException        | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:599:16:599:39                | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:599:57:601:9                | MalformedStreamException(String)                            |    1 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:599:41:599:54                | super(...)                        | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:600:13:600:27                |
| ProgressNotifier                | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:100:9:100:24                 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:100:75:103:9                | ProgressNotifier(ProgressListener, long)                    |    2 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:100:26:100:51                | super(...)                        | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:100:9:100:24                 |
| ProgressNotifier                | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:100:9:100:24                 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:100:75:103:9                | ProgressNotifier(ProgressListener, long)                    |    2 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:100:54:100:72                | super(...)                        | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:100:9:100:24                 |
| MultipartStream                 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:300:12:300:26                | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:300:64:302:5                | MultipartStream(InputStream, byte[])                        |    2 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:300:28:300:44                | this(...)                         | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:301:9:301:53                 |
| MultipartStream                 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:300:12:300:26                | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:300:64:302:5                | MultipartStream(InputStream, byte[])                        |    2 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:300:47:300:61                | this(...)                         | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:301:9:301:53                 |
| MultipartStream                 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:288:5:288:19                 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:288:85:290:5                | MultipartStream(InputStream, byte[], ProgressNotifier)      |    3 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:288:21:288:37                | this(...)                         | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:289:9:289:58                 |
| MultipartStream                 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:288:5:288:19                 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:288:85:290:5                | MultipartStream(InputStream, byte[], ProgressNotifier)      |    3 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:288:40:288:54                | this(...)                         | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:289:9:289:58                 |
| MultipartStream                 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:288:5:288:19                 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:288:85:290:5                | MultipartStream(InputStream, byte[], ProgressNotifier)      |    3 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:288:57:288:82                | this(...)                         | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:289:9:289:58                 |
| MultipartStream                 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:251:12:251:26                | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:252:90:278:5                | MultipartStream(InputStream, byte[], int, ProgressNotifier) |    4 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:252:13:252:29                | max(...)                          | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:264:24:264:60                |
| MultipartStream                 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:251:12:251:26                | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:252:90:278:5                | MultipartStream(InputStream, byte[], int, ProgressNotifier) |    4 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:252:13:252:29                | arraycopy(...)                    | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:272:9:272:86                 |
| MultipartStream                 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:251:12:251:26                | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:252:90:278:5                | MultipartStream(InputStream, byte[], int, ProgressNotifier) |    4 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:252:13:252:29                | arraycopy(...)                    | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:273:9:273:93                 |
| MultipartStream                 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:251:12:251:26                | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:252:90:278:5                | MultipartStream(InputStream, byte[], int, ProgressNotifier) |    4 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:252:13:252:29                | computeBoundaryTable(...)         | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:274:9:274:30                 |
| MultipartStream                 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:251:12:251:26                | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:252:90:278:5                | MultipartStream(InputStream, byte[], int, ProgressNotifier) |    4 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:252:13:252:29                | super(...)                        | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:251:12:251:26                |
| MultipartStream                 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:251:12:251:26                | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:252:90:278:5                | MultipartStream(InputStream, byte[], int, ProgressNotifier) |    4 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:252:13:252:29                | new IllegalArgumentException(...) | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:255:19:255:74                |
| MultipartStream                 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:251:12:251:26                | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:252:90:278:5                | MultipartStream(InputStream, byte[], int, ProgressNotifier) |    4 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:252:13:252:29                | new IllegalArgumentException(...) | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:259:19:260:85                |
| MultipartStream                 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:251:12:251:26                | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:252:90:278:5                | MultipartStream(InputStream, byte[], int, ProgressNotifier) |    4 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:252:32:252:46                | max(...)                          | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:264:24:264:60                |
| MultipartStream                 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:251:12:251:26                | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:252:90:278:5                | MultipartStream(InputStream, byte[], int, ProgressNotifier) |    4 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:252:32:252:46                | arraycopy(...)                    | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:272:9:272:86                 |
| MultipartStream                 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:251:12:251:26                | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:252:90:278:5                | MultipartStream(InputStream, byte[], int, ProgressNotifier) |    4 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:252:32:252:46                | arraycopy(...)                    | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:273:9:273:93                 |
| MultipartStream                 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:251:12:251:26                | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:252:90:278:5                | MultipartStream(InputStream, byte[], int, ProgressNotifier) |    4 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:252:32:252:46                | computeBoundaryTable(...)         | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:274:9:274:30                 |
| MultipartStream                 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:251:12:251:26                | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:252:90:278:5                | MultipartStream(InputStream, byte[], int, ProgressNotifier) |    4 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:252:32:252:46                | super(...)                        | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:251:12:251:26                |
| MultipartStream                 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:251:12:251:26                | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:252:90:278:5                | MultipartStream(InputStream, byte[], int, ProgressNotifier) |    4 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:252:32:252:46                | new IllegalArgumentException(...) | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:255:19:255:74                |
| MultipartStream                 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:251:12:251:26                | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:252:90:278:5                | MultipartStream(InputStream, byte[], int, ProgressNotifier) |    4 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:252:32:252:46                | new IllegalArgumentException(...) | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:259:19:260:85                |
| MultipartStream                 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:251:12:251:26                | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:252:90:278:5                | MultipartStream(InputStream, byte[], int, ProgressNotifier) |    4 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:252:49:252:59                | max(...)                          | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:264:24:264:60                |
| MultipartStream                 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:251:12:251:26                | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:252:90:278:5                | MultipartStream(InputStream, byte[], int, ProgressNotifier) |    4 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:252:49:252:59                | arraycopy(...)                    | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:272:9:272:86                 |
| MultipartStream                 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:251:12:251:26                | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:252:90:278:5                | MultipartStream(InputStream, byte[], int, ProgressNotifier) |    4 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:252:49:252:59                | arraycopy(...)                    | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:273:9:273:93                 |
| MultipartStream                 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:251:12:251:26                | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:252:90:278:5                | MultipartStream(InputStream, byte[], int, ProgressNotifier) |    4 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:252:49:252:59                | computeBoundaryTable(...)         | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:274:9:274:30                 |
| MultipartStream                 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:251:12:251:26                | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:252:90:278:5                | MultipartStream(InputStream, byte[], int, ProgressNotifier) |    4 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:252:49:252:59                | super(...)                        | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:251:12:251:26                |
| MultipartStream                 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:251:12:251:26                | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:252:90:278:5                | MultipartStream(InputStream, byte[], int, ProgressNotifier) |    4 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:252:49:252:59                | new IllegalArgumentException(...) | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:255:19:255:74                |
| MultipartStream                 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:251:12:251:26                | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:252:90:278:5                | MultipartStream(InputStream, byte[], int, ProgressNotifier) |    4 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:252:49:252:59                | new IllegalArgumentException(...) | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-fileupload/src/main/java/org/apache/commons/fileupload/MultipartStream.java:259:19:260:85                |
