| StringConverterFactory   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/main/java/org/joda/convert/StringConverterFactory.java:26:18:26:39   | findConverter     | findConverter(Class<?>)                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/main/java/org/joda/convert/StringConverterFactory.java:35:24:35:36   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/main/java/org/joda/convert/StringConverterFactory.java:35:24:35:36   |
| DistanceMethodMethod                                                                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceMethodMethod.java:19:14:19:33                               | print                                                                  | print()                                                                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceMethodMethod.java:35:19:35:23                               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceMethodMethod.java:35:27:37:5                                |
| DistanceMethodMethod                                                                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceMethodMethod.java:19:14:19:33                               | DistanceMethodMethod                                                   | DistanceMethodMethod(int)                                                | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceMethodMethod.java:30:12:30:31                               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceMethodMethod.java:30:45:32:5                                |
| DistanceMethodMethod                                                                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceMethodMethod.java:19:14:19:33                               | parse                                                                  | parse(String)                                                            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceMethodMethod.java:25:40:25:44                               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceMethodMethod.java:25:61:28:5                                |
| DistanceMethodMethodCharSequence                                                              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceMethodMethodCharSequence.java:19:14:19:45                   | toString                                                               | toString()                                                               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceMethodMethodCharSequence.java:40:19:40:26                   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceMethodMethodCharSequence.java:40:30:42:5                    |
| DistanceMethodMethodCharSequence                                                              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceMethodMethodCharSequence.java:19:14:19:45                   | print                                                                  | print()                                                                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceMethodMethodCharSequence.java:35:19:35:23                   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceMethodMethodCharSequence.java:35:27:37:5                    |
| DistanceMethodMethodCharSequence                                                              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceMethodMethodCharSequence.java:19:14:19:45                   | DistanceMethodMethodCharSequence                                       | DistanceMethodMethodCharSequence(int)                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceMethodMethodCharSequence.java:30:12:30:43                   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceMethodMethodCharSequence.java:30:57:32:5                    |
| DistanceMethodMethodCharSequence                                                              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceMethodMethodCharSequence.java:19:14:19:45                   | parse                                                                  | parse(CharSequence)                                                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceMethodMethodCharSequence.java:25:52:25:56                   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceMethodMethodCharSequence.java:25:79:28:5                    |
| DistanceNoAnnotations                                                                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceNoAnnotations.java:19:14:19:34                              | toString                                                               | toString()                                                               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceNoAnnotations.java:42:19:42:26                              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceNoAnnotations.java:42:30:44:5                               |
| DistanceNoAnnotations                                                                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceNoAnnotations.java:19:14:19:34                              | print                                                                  | print()                                                                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceNoAnnotations.java:37:19:37:23                              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceNoAnnotations.java:37:27:39:5                               |
| DistanceNoAnnotations                                                                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceNoAnnotations.java:19:14:19:34                              | DistanceNoAnnotations                                                  | DistanceNoAnnotations(String)                                            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceNoAnnotations.java:32:12:32:32                              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceNoAnnotations.java:32:49:35:5                               |
| DistanceNoAnnotations                                                                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceNoAnnotations.java:19:14:19:34                              | DistanceNoAnnotations                                                  | DistanceNoAnnotations(int)                                               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceNoAnnotations.java:28:12:28:32                              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceNoAnnotations.java:28:46:30:5                               |
| DistanceNoAnnotations                                                                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceNoAnnotations.java:19:14:19:34                              | parse                                                                  | parse(String)                                                            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceNoAnnotations.java:24:41:24:45                              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceNoAnnotations.java:24:62:26:5                               |
| DistanceNoAnnotationsCharSequence                                                             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceNoAnnotationsCharSequence.java:19:14:19:46                  | toString                                                               | toString()                                                               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceNoAnnotationsCharSequence.java:42:19:42:26                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceNoAnnotationsCharSequence.java:42:30:44:5                   |
| DistanceNoAnnotationsCharSequence                                                             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceNoAnnotationsCharSequence.java:19:14:19:46                  | print                                                                  | print()                                                                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceNoAnnotationsCharSequence.java:37:19:37:23                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceNoAnnotationsCharSequence.java:37:27:39:5                   |
| DistanceNoAnnotationsCharSequence                                                             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceNoAnnotationsCharSequence.java:19:14:19:46                  | DistanceNoAnnotationsCharSequence                                      | DistanceNoAnnotationsCharSequence(CharSequence)                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceNoAnnotationsCharSequence.java:32:12:32:44                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceNoAnnotationsCharSequence.java:32:67:35:5                   |
| DistanceNoAnnotationsCharSequence                                                             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceNoAnnotationsCharSequence.java:19:14:19:46                  | DistanceNoAnnotationsCharSequence                                      | DistanceNoAnnotationsCharSequence(int)                                   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceNoAnnotationsCharSequence.java:28:12:28:44                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceNoAnnotationsCharSequence.java:28:58:30:5                   |
| DistanceNoAnnotationsCharSequence                                                             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceNoAnnotationsCharSequence.java:19:14:19:46                  | parse                                                                  | parse(CharSequence)                                                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceNoAnnotationsCharSequence.java:24:53:24:57                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceNoAnnotationsCharSequence.java:24:80:26:5                   |
| DistanceToStringException                                                                     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceToStringException.java:21:14:21:38                          | toString                                                               | toString()                                                               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceToStringException.java:42:19:42:26                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceToStringException.java:42:30:44:5                           |
| DistanceToStringException                                                                     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceToStringException.java:21:14:21:38                          | print                                                                  | print()                                                                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceToStringException.java:37:19:37:23                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceToStringException.java:37:49:39:5                           |
| DistanceToStringException                                                                     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceToStringException.java:21:14:21:38                          | DistanceToStringException                                              | DistanceToStringException(int)                                           | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceToStringException.java:32:12:32:36                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceToStringException.java:32:50:34:5                           |
| DistanceToStringException                                                                     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceToStringException.java:21:14:21:38                          | parse                                                                  | parse(String)                                                            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceToStringException.java:27:45:27:49                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceToStringException.java:27:66:30:5                           |
| DistanceToStringInvalidParameters                                                             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceToStringInvalidParameters.java:19:14:19:46                  | toString                                                               | toString()                                                               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceToStringInvalidParameters.java:40:19:40:26                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceToStringInvalidParameters.java:40:30:42:5                   |
| DistanceToStringInvalidParameters                                                             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceToStringInvalidParameters.java:19:14:19:46                  | print                                                                  | print(int)                                                               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceToStringInvalidParameters.java:35:19:35:23                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceToStringInvalidParameters.java:35:34:37:5                   |
| DistanceToStringInvalidParameters                                                             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceToStringInvalidParameters.java:19:14:19:46                  | DistanceToStringInvalidParameters                                      | DistanceToStringInvalidParameters(String)                                | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceToStringInvalidParameters.java:29:12:29:44                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceToStringInvalidParameters.java:29:61:32:5                   |
| DistanceToStringInvalidParameters                                                             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceToStringInvalidParameters.java:19:14:19:46                  | DistanceToStringInvalidParameters                                      | DistanceToStringInvalidParameters(int)                                   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceToStringInvalidParameters.java:24:12:24:44                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceToStringInvalidParameters.java:24:58:26:5                   |
| DistanceToStringInvalidReturnType                                                             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceToStringInvalidReturnType.java:19:14:19:46                  | toString                                                               | toString()                                                               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceToStringInvalidReturnType.java:40:19:40:26                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceToStringInvalidReturnType.java:40:30:42:5                   |
| DistanceToStringInvalidReturnType                                                             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceToStringInvalidReturnType.java:19:14:19:46                  | print                                                                  | print()                                                                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceToStringInvalidReturnType.java:35:19:35:23                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceToStringInvalidReturnType.java:35:27:37:5                   |
| DistanceToStringInvalidReturnType                                                             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceToStringInvalidReturnType.java:19:14:19:46                  | DistanceToStringInvalidReturnType                                      | DistanceToStringInvalidReturnType(String)                                | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceToStringInvalidReturnType.java:29:12:29:44                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceToStringInvalidReturnType.java:29:61:32:5                   |
| DistanceToStringInvalidReturnType                                                             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceToStringInvalidReturnType.java:19:14:19:46                  | DistanceToStringInvalidReturnType                                      | DistanceToStringInvalidReturnType(int)                                   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceToStringInvalidReturnType.java:24:12:24:44                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceToStringInvalidReturnType.java:24:58:26:5                   |
| DistanceToStringNoFromString                                                                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceToStringNoFromString.java:19:14:19:41                       | toString                                                               | toString()                                                               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceToStringNoFromString.java:39:19:39:26                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceToStringNoFromString.java:39:30:41:5                        |
| DistanceToStringNoFromString                                                                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceToStringNoFromString.java:19:14:19:41                       | print                                                                  | print()                                                                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceToStringNoFromString.java:34:19:34:23                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceToStringNoFromString.java:34:27:36:5                        |
| DistanceToStringNoFromString                                                                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceToStringNoFromString.java:19:14:19:41                       | DistanceToStringNoFromString                                           | DistanceToStringNoFromString(String)                                     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceToStringNoFromString.java:28:12:28:39                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceToStringNoFromString.java:28:56:31:5                        |
| DistanceToStringNoFromString                                                                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceToStringNoFromString.java:19:14:19:41                       | DistanceToStringNoFromString                                           | DistanceToStringNoFromString(int)                                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceToStringNoFromString.java:24:12:24:39                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceToStringNoFromString.java:24:53:26:5                        |
| DistanceTwoFromStringMethodAnnotations                                                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceTwoFromStringMethodAnnotations.java:19:14:19:51             | toString                                                               | toString()                                                               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceTwoFromStringMethodAnnotations.java:51:19:51:26             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceTwoFromStringMethodAnnotations.java:51:30:53:5              |
| DistanceTwoFromStringMethodAnnotations                                                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceTwoFromStringMethodAnnotations.java:19:14:19:51             | print                                                                  | print()                                                                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceTwoFromStringMethodAnnotations.java:46:19:46:23             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceTwoFromStringMethodAnnotations.java:46:27:48:5              |
| DistanceTwoFromStringMethodAnnotations                                                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceTwoFromStringMethodAnnotations.java:19:14:19:51             | DistanceTwoFromStringMethodAnnotations                                 | DistanceTwoFromStringMethodAnnotations(String)                           | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceTwoFromStringMethodAnnotations.java:40:12:40:49             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceTwoFromStringMethodAnnotations.java:40:66:43:5              |
| DistanceTwoFromStringMethodAnnotations                                                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceTwoFromStringMethodAnnotations.java:19:14:19:51             | parse2                                                                 | parse2(String)                                                           | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceTwoFromStringMethodAnnotations.java:35:58:35:63             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceTwoFromStringMethodAnnotations.java:35:80:38:5              |
| DistanceTwoFromStringMethodAnnotations                                                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceTwoFromStringMethodAnnotations.java:19:14:19:51             | parse                                                                  | parse(String)                                                            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceTwoFromStringMethodAnnotations.java:29:58:29:62             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceTwoFromStringMethodAnnotations.java:29:79:32:5              |
| DistanceTwoFromStringMethodAnnotations                                                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceTwoFromStringMethodAnnotations.java:19:14:19:51             | DistanceTwoFromStringMethodAnnotations                                 | DistanceTwoFromStringMethodAnnotations(int)                              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceTwoFromStringMethodAnnotations.java:24:12:24:49             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceTwoFromStringMethodAnnotations.java:24:63:26:5              |
| DistanceTwoToStringAnnotations                                                                | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceTwoToStringAnnotations.java:19:14:19:43                     | toString                                                               | toString()                                                               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceTwoToStringAnnotations.java:41:19:41:26                     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceTwoToStringAnnotations.java:41:30:43:5                      |
| DistanceTwoToStringAnnotations                                                                | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceTwoToStringAnnotations.java:19:14:19:43                     | print                                                                  | print()                                                                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceTwoToStringAnnotations.java:35:19:35:23                     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceTwoToStringAnnotations.java:35:27:37:5                      |
| DistanceTwoToStringAnnotations                                                                | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceTwoToStringAnnotations.java:19:14:19:43                     | DistanceTwoToStringAnnotations                                         | DistanceTwoToStringAnnotations(String)                                   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceTwoToStringAnnotations.java:29:12:29:41                     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceTwoToStringAnnotations.java:29:58:32:5                      |
| DistanceTwoToStringAnnotations                                                                | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceTwoToStringAnnotations.java:19:14:19:43                     | DistanceTwoToStringAnnotations                                         | DistanceTwoToStringAnnotations(int)                                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceTwoToStringAnnotations.java:24:12:24:41                     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceTwoToStringAnnotations.java:24:55:26:5                      |
| DistanceWithFactory                                                                           | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceWithFactory.java:20:14:20:32                                | toString                                                               | toString()                                                               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceWithFactory.java:31:19:31:26                                | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceWithFactory.java:31:30:33:5                                 |
| DistanceWithFactory                                                                           | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceWithFactory.java:20:14:20:32                                | DistanceWithFactory                                                    | DistanceWithFactory(int)                                                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceWithFactory.java:25:12:25:30                                | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceWithFactory.java:25:44:27:5                                 |
| DistanceWithFactoryFactory                                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceWithFactoryFactory.java:19:14:19:39                         | parse                                                                  | parse(String)                                                            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceWithFactoryFactory.java:22:39:22:43                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceWithFactoryFactory.java:22:60:25:5                          |
| DistanceWithFactoryFactory                                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceWithFactoryFactory.java:19:14:19:39                         | DistanceWithFactoryFactory                                             | DistanceWithFactoryFactory()                                             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceWithFactoryFactory.java:19:14:19:39                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/test/java/org/joda/convert/DistanceWithFactoryFactory.java:19:14:19:39                         |
| EnumStringConverter                                                                           | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/main/java/org/joda/convert/EnumStringConverterFactory.java:56:24:56:42                         | getEffectiveType                                                       | getEffectiveType()                                                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/main/java/org/joda/convert/EnumStringConverterFactory.java:76:25:76:40                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-convert/src/main/java/org/joda/convert/EnumStringConverterFactory.java:76:44:78:9                          |
