| AltCharSequence                                             | subSequence                                        | start                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/AltCharSequence.java:32:25:32:35                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/AltCharSequence.java:32:57:34:5                                     |
| MethodFromStringConverter                                   | MethodFromStringConverter                          | cls                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/MethodFromStringConverter.java:47:5:47:29                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/MethodFromStringConverter.java:47:88:67:5                           |
| MethodFromStringConverter                                   | MethodFromStringConverter                          | fromString           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/MethodFromStringConverter.java:47:5:47:29                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/MethodFromStringConverter.java:47:88:67:5                           |
| MethodFromStringConverter                                   | MethodFromStringConverter                          | effectiveType        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/MethodFromStringConverter.java:47:5:47:29                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/MethodFromStringConverter.java:47:88:67:5                           |
| MockDistanceStringConverter                                 | convertFromString                                  | cls                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/MockDistanceStringConverter.java:43:33:43:49                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/MockDistanceStringConverter.java:44:68:46:5                         |
| MockDistanceStringConverter                                 | convertFromString                                  | str                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/MockDistanceStringConverter.java:43:33:43:49                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/MockDistanceStringConverter.java:44:68:46:5                         |
| MockDistanceStringConverter                                 | convertToString                                    | object               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/MockDistanceStringConverter.java:31:19:31:33                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/MockDistanceStringConverter.java:31:64:33:5                         |
| MockIntegerStringConverter                                  | convertFromString                                  | cls                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/MockIntegerStringConverter.java:43:20:43:36                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/MockIntegerStringConverter.java:43:80:45:5                          |
| MockIntegerStringConverter                                  | convertFromString                                  | str                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/MockIntegerStringConverter.java:43:20:43:36                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/MockIntegerStringConverter.java:43:80:45:5                          |
| MockIntegerStringConverter                                  | convertToString                                    | object               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/MockIntegerStringConverter.java:31:19:31:33                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/MockIntegerStringConverter.java:31:51:33:5                          |
| OptionalDoubleStringConverter                               | convertFromString                                  | cls                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/OptionalDoubleStringConverter.java:59:19:59:35                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/OptionalDoubleStringConverter.java:59:78:69:5                       |
| OptionalDoubleStringConverter                               | convertFromString                                  | str                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/OptionalDoubleStringConverter.java:59:19:59:35                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/OptionalDoubleStringConverter.java:59:78:69:5                       |
| OptionalDoubleStringConverter                               | convertToString                                    | object               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/OptionalDoubleStringConverter.java:49:19:49:33                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/OptionalDoubleStringConverter.java:49:50:56:5                       |
| OptionalIntStringConverter                                  | convertFromString                                  | cls                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/OptionalIntStringConverter.java:59:19:59:35                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/OptionalIntStringConverter.java:59:78:69:5                          |
| OptionalIntStringConverter                                  | convertFromString                                  | str                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/OptionalIntStringConverter.java:59:19:59:35                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/OptionalIntStringConverter.java:59:78:69:5                          |
| OptionalIntStringConverter                                  | convertToString                                    | object               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/OptionalIntStringConverter.java:49:19:49:33                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/OptionalIntStringConverter.java:49:50:56:5                          |
| OptionalLongStringConverter                                 | convertFromString                                  | cls                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/OptionalLongStringConverter.java:59:19:59:35                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/OptionalLongStringConverter.java:59:78:69:5                         |
| OptionalLongStringConverter                                 | convertFromString                                  | str                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/OptionalLongStringConverter.java:59:19:59:35                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/OptionalLongStringConverter.java:59:78:69:5                         |
| OptionalLongStringConverter                                 | convertToString                                    | object               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/OptionalLongStringConverter.java:49:19:49:33                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/OptionalLongStringConverter.java:49:50:56:5                         |
| ReflectionStringConverter                                   | convertFromString                                  | cls                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/ReflectionStringConverter.java:79:14:79:30                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/ReflectionStringConverter.java:79:68:81:5                           |
| ReflectionStringConverter                                   | convertFromString                                  | str                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/ReflectionStringConverter.java:79:14:79:30                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/ReflectionStringConverter.java:79:68:81:5                           |
| ReflectionStringConverter                                   | convertToString                                    | object               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/ReflectionStringConverter.java:65:19:65:33                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/ReflectionStringConverter.java:65:45:76:5                           |
| ReflectionStringConverter                                   | ReflectionStringConverter                          | cls                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/ReflectionStringConverter.java:51:5:51:29                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/ReflectionStringConverter.java:52:84:62:5                           |
| ReflectionStringConverter                                   | ReflectionStringConverter                          | toString             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/ReflectionStringConverter.java:51:5:51:29                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/ReflectionStringConverter.java:52:84:62:5                           |
| ReflectionStringConverter                                   | ReflectionStringConverter                          | fromString           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/ReflectionStringConverter.java:51:5:51:29                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/ReflectionStringConverter.java:52:84:62:5                           |
| RenameHandler                                               | lookupEnum                                         | type                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/RenameHandler.java:255:34:255:43                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/RenameHandler.java:255:73:268:5                                     |
| RenameHandler                                               | lookupEnum                                         | name                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/RenameHandler.java:255:34:255:43                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/RenameHandler.java:255:73:268:5                                     |
| RenameHandler                                               | getEnumRenames                                     | type                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/RenameHandler.java:235:33:235:46                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/RenameHandler.java:235:63:244:5                                     |
| RenameHandler                                               | renamedEnum                                        | oldName              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/RenameHandler.java:199:17:199:27                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/RenameHandler.java:199:67:214:5                                     |
| RenameHandler                                               | renamedEnum                                        | currentValue         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/RenameHandler.java:199:17:199:27                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/RenameHandler.java:199:67:214:5                                     |
| RenameHandler                                               | lookupType                                         | name                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/RenameHandler.java:179:21:179:30                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/RenameHandler.java:179:75:188:5                                     |
| RenameHandler                                               | renamedType                                        | oldName              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/RenameHandler.java:144:17:144:27                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/RenameHandler.java:144:68:159:5                                     |
| RenameHandler                                               | renamedType                                        | currentValue         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/RenameHandler.java:144:17:144:27                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/RenameHandler.java:144:68:159:5                                     |
| RenameHandler                                               | create1                                            | loadFromClasspath    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/RenameHandler.java:125:33:125:39                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/RenameHandler.java:125:68:131:5                                     |
| RenameHandler                                               | parseRenameFile                                    | lines                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/RenameHandler.java:335:18:335:32                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/RenameHandler.java:335:63:391:5                                     |
| RenameHandler                                               | parseRenameFile                                    | url                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/RenameHandler.java:335:18:335:32                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/RenameHandler.java:335:63:391:5                                     |
| RenameHandler                                               | loadRenameFile                                     | url                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/RenameHandler.java:316:26:316:39                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/RenameHandler.java:316:69:333:5                                     |
| StringConvert                                               | loadType                                           | fullName             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:879:21:879:28                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:879:77:888:5                                     |
| StringConvert                                               | registerMethodConstructor                          | cls                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:797:21:797:45                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:797:94:814:5                                     |
| StringConvert                                               | registerMethodConstructor                          | toStringMethodName   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:797:21:797:45                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:797:94:814:5                                     |
| StringConvert                                               | registerMethods                                    | cls                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:759:21:759:35                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:760:89:777:5                                     |
| StringConvert                                               | registerMethods                                    | toStringMethodName   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:759:21:759:35                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:760:89:777:5                                     |
| StringConvert                                               | registerMethods                                    | fromStringMethodName | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:759:21:759:35                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:760:89:777:5                                     |
| StringConvert                                               | register1                                          | cls                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:714:21:714:29                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:717:54:739:5                                     |
| StringConvert                                               | register1                                          | toString             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:714:21:714:29                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:717:54:739:5                                     |
| StringConvert                                               | register1                                          | fromString           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:714:21:714:29                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:717:54:739:5                                     |
| StringConvert                                               | register0                                          | cls                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:679:21:679:29                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:679:81:690:5                                     |
| StringConvert                                               | register0                                          | converter            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:679:21:679:29                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:679:81:690:5                                     |
| StringConvert                                               | registerFactory                                    | factory              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:656:17:656:31                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:656:71:664:5                                     |
| StringConvert                                               | findFromStringConverter                            | cls                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:583:39:583:61                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:583:83:594:5                                     |
| StringConvert                                               | findTypedConverterNoGenerics                       | cls                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:561:41:561:68                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:561:90:567:5                                     |
| StringConvert                                               | findTypedConverter                                 | cls                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:528:40:528:57                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:528:79:534:5                                     |
| StringConvert                                               | findConverterNoGenerics                            | cls                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:501:36:501:58                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:501:80:503:5                                     |
| StringConvert                                               | findConverter                                      | cls                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:480:35:480:47                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:480:69:482:5                                     |
| StringConvert                                               | isConvertible                                      | cls                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:457:20:457:32                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:457:54:463:5                                     |
| StringConvert                                               | convertFromString                                  | cls                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:437:18:437:34                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:437:62:443:5                                     |
| StringConvert                                               | convertFromString                                  | str                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:437:18:437:34                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:437:62:443:5                                     |
| StringConvert                                               | convertToString1                                   | cls                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:418:19:418:34                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:418:65:424:5                                     |
| StringConvert                                               | convertToString1                                   | object               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:418:19:418:34                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:418:65:424:5                                     |
| StringConvert                                               | convertToString0                                   | object               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:398:19:398:34                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:398:51:405:5                                     |
| StringConvert                                               | StringConvert                                      | includeJdkConverters | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:139:12:139:24                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:139:93:176:5                                     |
| StringConvert                                               | StringConvert                                      | factories            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:139:12:139:24                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:139:93:176:5                                     |
| StringConvert                                               | loadPrimitiveType                                  | fullName             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:890:29:890:45                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:891:43:912:5                                     |
| StringConvert                                               | loadPrimitiveType                                  | ex                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:890:29:890:45                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:891:43:912:5                                     |
| StringConvert                                               | findFromStringConstructorByType                    | cls                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:867:32:867:62                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:867:78:877:5                                     |
| StringConvert                                               | findFromStringMethod                               | cls                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:843:20:843:39                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:843:74:858:5                                     |
| StringConvert                                               | findFromStringMethod                               | methodName           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:843:20:843:39                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:843:74:858:5                                     |
| StringConvert                                               | findToStringMethod                                 | cls                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:823:20:823:37                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:823:72:834:5                                     |
| StringConvert                                               | findToStringMethod                                 | methodName           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:823:20:823:37                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:823:72:834:5                                     |
| StringConvert                                               | lookupConverter                                    | cls                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:635:41:635:55                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:635:77:643:5                                     |
| StringConvert                                               | findConverterQuiet                                 | cls                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:597:41:597:58                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:597:80:624:5                                     |
| StringConvert                                               | tryRegister                                        | className            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:383:18:383:28                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:384:43:387:5                                     |
| StringConvert                                               | tryRegister                                        | fromStringMethodName | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:383:18:383:28                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/StringConvert.java:384:43:387:5                                     |
| SubMethodConstructor                                        | SubMethodConstructor                               | amount               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/SubMethodConstructor.java:22:12:22:31                               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/SubMethodConstructor.java:22:48:24:5                                |
| SubMethodMethod                                             | SubMethodMethod                                    | amount               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/SubMethodMethod.java:27:12:27:26                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/SubMethodMethod.java:27:40:29:5                                     |
| SubMethodMethod                                             | parse                                              | amount               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/SubMethodMethod.java:22:35:22:39                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/SubMethodMethod.java:22:56:25:5                                     |
| SubNoAnnotations                                            | SubNoAnnotations                                   | amount               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/SubNoAnnotations.java:21:12:21:27                                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/SubNoAnnotations.java:21:41:23:5                                    |
