| import BufferedReader              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/main/java/org/apache/commons/validator/ValidatorAction.java:22:1:22:30                                             |
| import TimeZone                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/TimeValidatorTest.java:24:1:24:26                                  |
| import TimeZone                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/TimeValidator_ESTest.java:29:1:29:26                               |
| import Calendar                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/main/java/org/apache/commons/validator/routines/AbstractCalendarValidator.java:23:1:23:26                          |
| import Calendar                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/main/java/org/apache/commons/validator/routines/CalendarValidator.java:21:1:21:26                                  |
| import Calendar                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/main/java/org/apache/commons/validator/routines/DateValidator.java:21:1:21:26                                      |
| import Calendar                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/main/java/org/apache/commons/validator/routines/TimeValidator.java:21:1:21:26                                      |
| import Calendar                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/AbstractCalendarValidatorTest.java:25:1:25:26                      |
| import Calendar                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/AbstractCalendarValidator_ESTest.java:32:1:32:26                   |
| import Calendar                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/AbstractFormatValidator_ESTest.java:30:1:30:26                     |
| import Calendar                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/CalendarValidatorTest.java:21:1:21:26                              |
| import Calendar                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/CalendarValidator_ESTest.java:29:1:29:26                           |
| import Calendar                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/TimeValidatorTest.java:21:1:21:26                                  |
| import Calendar                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/TimeValidator_ESTest.java:27:1:27:26                               |
| import ParseException              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/main/java/org/apache/commons/validator/DateValidator.java:20:1:20:32                                               |
| import ParseException              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/main/java/org/apache/commons/validator/GenericTypeValidator.java:25:1:25:32                                        |
| import DateFormatSymbols           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/main/java/org/apache/commons/validator/routines/AbstractCalendarValidator.java:20:1:20:35                          |
| import DateFormatSymbols           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/AbstractCalendarValidator_ESTest.java:26:1:26:35                   |
| import DateFormatSymbols           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/CalendarValidator_ESTest.java:25:1:25:35                           |
| import DateFormatSymbols           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/DateValidator_ESTest.java:25:1:25:35                               |
| import DecimalFormat               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/main/java/org/apache/commons/validator/routines/AbstractNumberValidator.java:19:1:19:31                            |
| import DecimalFormat               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/main/java/org/apache/commons/validator/routines/CurrencyValidator.java:19:1:19:31                                  |
| import DecimalFormat               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/main/java/org/apache/commons/validator/routines/PercentValidator.java:20:1:20:31                                   |
| import DecimalFormat               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/AbstractNumberValidatorTest.java:26:1:26:31                        |
| import DecimalFormat               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/AbstractNumberValidator_ESTest.java:26:1:26:31                     |
| import DecimalFormat               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/BigIntegerValidator_ESTest.java:27:1:27:31                         |
| import DecimalFormat               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/ByteValidator_ESTest.java:25:1:25:31                               |
| import DecimalFormat               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/CurrencyValidator_ESTest.java:26:1:26:31                           |
| import DecimalFormat               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/FloatValidatorTest.java:19:1:19:31                                 |
| import DecimalFormat               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/FloatValidator_ESTest.java:25:1:25:31                              |
| import DecimalFormat               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/PercentValidator_ESTest.java:26:1:26:31                            |
| import DecimalFormatSymbols        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/main/java/org/apache/commons/validator/routines/AbstractNumberValidator.java:20:1:20:38                            |
| import DecimalFormatSymbols        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/ByteValidator_ESTest.java:26:1:26:38                               |
| import DecimalFormatSymbols        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/CurrencyValidatorTest.java:22:1:22:38                              |
| import MessageFormat               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/AbstractCalendarValidator_ESTest.java:28:1:28:31                   |
| import MessageFormat               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/AbstractFormatValidator_ESTest.java:28:1:28:31                     |
| import MessageFormat               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/CurrencyValidator_ESTest.java:27:1:27:31                           |
| import SimpleDateFormat            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/main/java/org/apache/commons/validator/DateValidator.java:21:1:21:34                                               |
| import SimpleDateFormat            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/main/java/org/apache/commons/validator/GenericTypeValidator.java:27:1:27:34                                        |
| import SimpleDateFormat            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/main/java/org/apache/commons/validator/routines/AbstractCalendarValidator.java:22:1:22:34                          |
| import SimpleDateFormat            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/AbstractCalendarValidator_ESTest.java:29:1:29:34                   |
| import SimpleDateFormat            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/CalendarValidator_ESTest.java:28:1:28:34                           |
| import SimpleDateFormat            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/CurrencyValidator_ESTest.java:29:1:29:34                           |
| import SimpleDateFormat            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/DomainValidatorTest.java:35:1:35:34                                |
| import ZoneId                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/AbstractCalendarValidator_ESTest.java:30:1:30:24                   |
| import ZoneId                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/DateValidator_ESTest.java:29:1:29:24                               |
| import ZonedDateTime               | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/AbstractCalendarValidator_ESTest.java:31:1:31:31                   |
| import ZoneOffset                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/DateValidator_ESTest.java:30:1:30:28                               |
| import ArrayList                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/main/java/org/apache/commons/validator/CreditCardValidator.java:21:1:21:27                                         |
| import ArrayList                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/main/java/org/apache/commons/validator/Field.java:21:1:21:27                                                       |
| import ArrayList                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/main/java/org/apache/commons/validator/Form.java:20:1:20:27                                                        |
| import ArrayList                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/main/java/org/apache/commons/validator/ValidatorAction.java:29:1:29:27                                             |
| import ArrayList                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/main/java/org/apache/commons/validator/routines/CreditCardValidator.java:23:1:23:27                                |
| import ArrayList                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/main/java/org/apache/commons/validator/routines/InetAddressValidator.java:21:1:21:27                               |
| import ArrayList                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/DomainValidatorStartupTest.java:26:1:26:27                         |
| import ArrayList                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/EmailValidatorTest.java:26:1:26:27                                 |
| import ArrayList                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/UrlValidatorTest.java:27:1:27:27                                   |
| import ArrayList                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/AbstractCheckDigitTest.java:28:1:28:27                  |
| import ArrayList                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/IBANCheckDigitTest.java:23:1:23:27                      |
| import Arrays                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/main/java/org/apache/commons/validator/UrlValidator.java:23:1:23:24                                                |
| import Arrays                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/main/java/org/apache/commons/validator/routines/DomainValidator.java:21:1:21:24                                    |
| import Arrays                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/main/java/org/apache/commons/validator/routines/IBANValidator.java:21:1:21:24                                      |
| import Arrays                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/main/java/org/apache/commons/validator/routines/ISINValidator.java:22:1:22:24                                      |
| import Arrays                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/main/java/org/apache/commons/validator/routines/InetAddressValidator.java:22:1:22:24                               |
| import Arrays                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/main/java/org/apache/commons/validator/routines/checkdigit/ModulusTenCheckDigit.java:21:1:21:24                    |
| import Collections                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/main/java/org/apache/commons/validator/Field.java:22:1:22:29                                                       |
| import Collections                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/main/java/org/apache/commons/validator/Form.java:21:1:21:29                                                        |
| import Collections                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/main/java/org/apache/commons/validator/FormSet.java:23:1:23:29                                                     |
| import Collections                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/main/java/org/apache/commons/validator/ValidatorAction.java:30:1:30:29                                             |
| import Collections                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/main/java/org/apache/commons/validator/ValidatorResult.java:20:1:20:29                                             |
| import Collections                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/main/java/org/apache/commons/validator/ValidatorResults.java:20:1:20:29                                            |
| import Collections                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/main/java/org/apache/commons/validator/routines/CreditCardValidator.java:24:1:24:29                                |
| import Collections                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/main/java/org/apache/commons/validator/routines/UrlValidator.java:22:1:22:29                                       |
| import GregorianCalendar           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/AbstractCalendarValidator_ESTest.java:34:1:34:35                   |
| import HashMap                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/main/java/org/apache/commons/validator/Field.java:23:1:23:25                                                       |
| import HashMap                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/main/java/org/apache/commons/validator/FormSet.java:24:1:24:25                                                     |
| import HashMap                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/main/java/org/apache/commons/validator/Validator.java:20:1:20:25                                                   |
| import HashMap                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/main/java/org/apache/commons/validator/ValidatorResult.java:21:1:21:25                                             |
| import HashMap                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/main/java/org/apache/commons/validator/ValidatorResults.java:21:1:21:25                                            |
| import HashMap                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/main/java/org/apache/commons/validator/util/ValidatorUtils.java:25:1:25:25                                         |
| import HashMap                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/Field_ESTest.java:26:1:26:25                                                |
| import HashMap                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/DomainValidatorTest.java:37:1:37:25                                |
| import HashSet                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/main/java/org/apache/commons/validator/UrlValidator.java:24:1:24:25                                                |
| import HashSet                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/main/java/org/apache/commons/validator/routines/UrlValidator.java:23:1:23:25                                       |
| import HashSet                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/DomainValidatorTest.java:38:1:38:25                                |
| import LinkedList                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/Form_ESTest.java:25:1:25:28                                                 |
| import LinkedList                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/DomainValidator_ESTest.java:25:1:25:28                             |
| import LinkedList                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/EmailValidator_ESTest.java:25:1:25:28                              |
| import SimpleTimeZone              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/AbstractCalendarValidator_ESTest.java:36:1:36:32                   |
| import SimpleTimeZone              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/CalendarValidator_ESTest.java:31:1:31:32                           |
| import SimpleTimeZone              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/DateValidator_ESTest.java:33:1:33:32                               |
| import StringTokenizer             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/main/java/org/apache/commons/validator/Field.java:27:1:27:33                                                       |
| import StringTokenizer             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/main/java/org/apache/commons/validator/ValidatorAction.java:33:1:33:33                                             |
| import TreeMap                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/DomainValidatorTest.java:43:1:43:25                                |
| import Matcher                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/main/java/org/apache/commons/validator/EmailValidator.java:21:1:21:31                                              |
| import Matcher                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/main/java/org/apache/commons/validator/UrlValidator.java:26:1:26:31                                                |
| import Matcher                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/main/java/org/apache/commons/validator/routines/EmailValidator.java:20:1:20:31                                     |
| import Matcher                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/main/java/org/apache/commons/validator/routines/RegexValidator.java:20:1:20:31                                     |
| import Matcher                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/main/java/org/apache/commons/validator/routines/UrlValidator.java:26:1:26:31                                       |
| import Matcher                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/DomainValidatorTest.java:44:1:44:31                                |
| import Matcher                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/IBANValidatorTest.java:29:1:29:31                                  |
| import Pattern                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/main/java/org/apache/commons/validator/EmailValidator.java:22:1:22:31                                              |
| import Pattern                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/main/java/org/apache/commons/validator/GenericValidator.java:26:1:26:31                                            |
| import Pattern                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/main/java/org/apache/commons/validator/UrlValidator.java:27:1:27:31                                                |
| import Pattern                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/main/java/org/apache/commons/validator/routines/EmailValidator.java:21:1:21:31                                     |
| import Pattern                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/main/java/org/apache/commons/validator/routines/RegexValidator.java:21:1:21:31                                     |
| import Pattern                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/main/java/org/apache/commons/validator/routines/UrlValidator.java:27:1:27:31                                       |
| import Pattern                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/DomainValidatorTest.java:45:1:45:31                                |
| import Pattern                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/IBANValidatorTest.java:30:1:30:31                                  |
| import Pattern                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/ISBNValidatorTest.java:21:1:21:31                                  |
| import PatternSyntaxException      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/GenericValidator_ESTest.java:26:1:26:46                                     |
| import PatternSyntaxException      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/CodeValidator_ESTest.java:25:1:25:46                               |
| import PatternSyntaxException      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/RegexValidatorTest.java:21:1:21:46                                 |
| import PatternSyntaxException      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/RegexValidator_ESTest.java:25:1:25:46                              |
| import TestCase                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/CreditCardValidatorTest.java:19:1:19:32                                     |
| import TestCase                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/CustomValidatorResourcesTest.java:19:1:19:32                                |
| import TestCase                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/FieldTest.java:19:1:19:32                                                   |
| import TestCase                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/GenericValidatorTest.java:19:1:19:32                                        |
| import TestCase                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/ISBNValidatorTest.java:19:1:19:32                                           |
| import TestCase                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/UrlTest.java:19:1:19:32                                                     |
| import TestCase                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/AbstractCalendarValidatorTest.java:19:1:19:32                      |
| import TestCase                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/AbstractNumberValidatorTest.java:19:1:19:32                        |
| import TestCase                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/CodeValidatorTest.java:19:1:19:32                                  |
| import TestCase                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/CreditCardValidatorTest.java:19:1:19:32                            |
| import TestCase                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/CurrencyValidatorTest.java:19:1:19:32                              |
| import TestCase                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/DomainValidatorTest.java:19:1:19:32                                |
| import TestCase                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/ISBNValidatorTest.java:19:1:19:32                                  |
| import TestCase                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/ISINValidatorTest.java:19:1:19:32                                  |
| import TestCase                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/ISSNValidatorTest.java:19:1:19:32                                  |
| import TestCase                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/InetAddressValidatorTest.java:20:1:20:32                           |
| import TestCase                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/PercentValidatorTest.java:19:1:19:32                               |
| import TestCase                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/RegexValidatorTest.java:19:1:19:32                                 |
| import TestCase                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/TimeValidatorTest.java:19:1:19:32                                  |
| import TestCase                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/AbstractCheckDigitTest.java:19:1:19:32                  |
| import TestCase                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/util/FlagsTest.java:19:1:19:32                                              |
| import Log                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/main/java/org/apache/commons/validator/FormSet.java:19:1:19:38                                                     |
| import Log                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/main/java/org/apache/commons/validator/GenericTypeValidator.java:19:1:19:38                                        |
| import Log                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/main/java/org/apache/commons/validator/ValidatorAction.java:19:1:19:38                                             |
| import Log                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/main/java/org/apache/commons/validator/ValidatorResources.java:19:1:19:38                                          |
| import Log                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/main/java/org/apache/commons/validator/util/ValidatorUtils.java:19:1:19:38                                         |
| import Log                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/AbstractCheckDigitTest.java:21:1:21:38                  |
