| Headers                | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:196:9:196:15            | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:196:87:199:9            | Headers(Map<String,Integer>, List<String>)                                                                                                                                                     |    2 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:196:17:196:52            | super(...)                      | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVParser.java:196:9:196:15            |
| CSVPrinter             | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:12:88:21            | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:95:103:5            | CSVPrinter(Appendable, CSVFormat)                                                                                                                                                              |    2 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:23:88:49             | requireNonNull(...)             | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:90:9:90:48             |
| CSVPrinter             | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:12:88:21            | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:95:103:5            | CSVPrinter(Appendable, CSVFormat)                                                                                                                                                              |    2 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:23:88:49             | getSkipHeaderRecord(...)        | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:100:44:100:71          |
| CSVPrinter             | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:12:88:21            | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:95:103:5            | CSVPrinter(Appendable, CSVFormat)                                                                                                                                                              |    2 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:23:88:49             | getHeaderComments(...)          | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:94:41:94:66            |
| CSVPrinter             | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:12:88:21            | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:95:103:5            | CSVPrinter(Appendable, CSVFormat)                                                                                                                                                              |    2 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:23:88:49             | getHeader(...)                  | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:100:13:100:30          |
| CSVPrinter             | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:12:88:21            | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:95:103:5            | CSVPrinter(Appendable, CSVFormat)                                                                                                                                                              |    2 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:23:88:49             | getHeader(...)                  | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:101:42:101:59          |
| CSVPrinter             | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:12:88:21            | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:95:103:5            | CSVPrinter(Appendable, CSVFormat)                                                                                                                                                              |    2 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:23:88:49             | copy(...)                       | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:93:23:93:35            |
| CSVPrinter             | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:12:88:21            | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:95:103:5            | CSVPrinter(Appendable, CSVFormat)                                                                                                                                                              |    2 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:23:88:49             | printRecord1(...)               | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:101:13:101:60          |
| CSVPrinter             | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:12:88:21            | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:95:103:5            | CSVPrinter(Appendable, CSVFormat)                                                                                                                                                              |    2 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:23:88:49             | printComment(...)               | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:97:17:97:39            |
| CSVPrinter             | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:12:88:21            | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:95:103:5            | CSVPrinter(Appendable, CSVFormat)                                                                                                                                                              |    2 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:23:88:49             | <obinit>(...)                   | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:12:88:21            |
| CSVPrinter             | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:12:88:21            | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:95:103:5            | CSVPrinter(Appendable, CSVFormat)                                                                                                                                                              |    2 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:23:88:49             | super(...)                      | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:12:88:21            |
| CSVPrinter             | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:12:88:21            | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:95:103:5            | CSVPrinter(Appendable, CSVFormat)                                                                                                                                                              |    2 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:52:88:73             | requireNonNull(...)             | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:89:9:89:56             |
| CSVPrinter             | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:12:88:21            | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:95:103:5            | CSVPrinter(Appendable, CSVFormat)                                                                                                                                                              |    2 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:52:88:73             | requireNonNull(...)             | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:90:9:90:48             |
| CSVPrinter             | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:12:88:21            | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:95:103:5            | CSVPrinter(Appendable, CSVFormat)                                                                                                                                                              |    2 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:52:88:73             | getSkipHeaderRecord(...)        | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:100:44:100:71          |
| CSVPrinter             | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:12:88:21            | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:95:103:5            | CSVPrinter(Appendable, CSVFormat)                                                                                                                                                              |    2 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:52:88:73             | getHeaderComments(...)          | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:94:41:94:66            |
| CSVPrinter             | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:12:88:21            | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:95:103:5            | CSVPrinter(Appendable, CSVFormat)                                                                                                                                                              |    2 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:52:88:73             | getHeader(...)                  | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:100:13:100:30          |
| CSVPrinter             | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:12:88:21            | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:95:103:5            | CSVPrinter(Appendable, CSVFormat)                                                                                                                                                              |    2 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:52:88:73             | getHeader(...)                  | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:101:42:101:59          |
| CSVPrinter             | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:12:88:21            | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:95:103:5            | CSVPrinter(Appendable, CSVFormat)                                                                                                                                                              |    2 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:52:88:73             | copy(...)                       | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:93:23:93:35            |
| CSVPrinter             | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:12:88:21            | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:95:103:5            | CSVPrinter(Appendable, CSVFormat)                                                                                                                                                              |    2 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:52:88:73             | printRecord1(...)               | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:101:13:101:60          |
| CSVPrinter             | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:12:88:21            | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:95:103:5            | CSVPrinter(Appendable, CSVFormat)                                                                                                                                                              |    2 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:52:88:73             | printComment(...)               | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:97:17:97:39            |
| CSVPrinter             | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:12:88:21            | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:95:103:5            | CSVPrinter(Appendable, CSVFormat)                                                                                                                                                              |    2 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:52:88:73             | <obinit>(...)                   | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:12:88:21            |
| CSVPrinter             | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:12:88:21            | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:95:103:5            | CSVPrinter(Appendable, CSVFormat)                                                                                                                                                              |    2 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:52:88:73             | super(...)                      | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVPrinter.java:88:12:88:21            |
| CSVRecord              | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVRecord.java:57:5:57:13              | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVRecord.java:62:43:68:5              | CSVRecord(CSVParser, String[], String, long, long)                                                                                                                                             |    5 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVRecord.java:58:13:58:34              | super(...)                      | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVRecord.java:57:5:57:13              |
| CSVRecord              | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVRecord.java:57:5:57:13              | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVRecord.java:62:43:68:5              | CSVRecord(CSVParser, String[], String, long, long)                                                                                                                                             |    5 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVRecord.java:59:13:59:33              | super(...)                      | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVRecord.java:57:5:57:13              |
| CSVRecord              | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVRecord.java:57:5:57:13              | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVRecord.java:62:43:68:5              | CSVRecord(CSVParser, String[], String, long, long)                                                                                                                                             |    5 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVRecord.java:60:13:60:32              | super(...)                      | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVRecord.java:57:5:57:13              |
| CSVRecord              | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVRecord.java:57:5:57:13              | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVRecord.java:62:43:68:5              | CSVRecord(CSVParser, String[], String, long, long)                                                                                                                                             |    5 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVRecord.java:61:13:61:35              | super(...)                      | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVRecord.java:57:5:57:13              |
| CSVRecord              | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVRecord.java:57:5:57:13              | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVRecord.java:62:43:68:5              | CSVRecord(CSVParser, String[], String, long, long)                                                                                                                                             |    5 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVRecord.java:62:13:62:40              | super(...)                      | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/CSVRecord.java:57:5:57:13              |
| ExtendedBufferedReader | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/ExtendedBufferedReader.java:50:5:50:26 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/ExtendedBufferedReader.java:50:49:52:5 | ExtendedBufferedReader(Reader)                                                                                                                                                                 |    1 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/ExtendedBufferedReader.java:50:28:50:46 | <obinit>(...)                   | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/ExtendedBufferedReader.java:50:5:50:26 |
| ExtendedBufferedReader | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/ExtendedBufferedReader.java:50:5:50:26 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/ExtendedBufferedReader.java:50:49:52:5 | ExtendedBufferedReader(Reader)                                                                                                                                                                 |    1 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/ExtendedBufferedReader.java:50:28:50:46 | super(...)                      | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/ExtendedBufferedReader.java:51:9:51:22 |
| Lexer                  | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:67:5:67:9                   | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:67:72:77:5                  | Lexer(CSVFormat, ExtendedBufferedReader)                                                                                                                                                       |    2 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:67:11:67:32                  | toCharArray(...)                | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:69:26:69:66                 |
| Lexer                  | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:67:5:67:9                   | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:67:72:77:5                  | Lexer(CSVFormat, ExtendedBufferedReader)                                                                                                                                                       |    2 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:67:11:67:32                  | getQuoteCharacter(...)          | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:71:44:71:69                 |
| Lexer                  | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:67:5:67:9                   | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:67:72:77:5                  | Lexer(CSVFormat, ExtendedBufferedReader)                                                                                                                                                       |    2 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:67:11:67:32                  | getIgnoreSurroundingSpaces(...) | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:73:40:73:74                 |
| Lexer                  | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:67:5:67:9                   | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:67:72:77:5                  | Lexer(CSVFormat, ExtendedBufferedReader)                                                                                                                                                       |    2 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:67:11:67:32                  | getIgnoreEmptyLines(...)        | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:74:33:74:60                 |
| Lexer                  | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:67:5:67:9                   | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:67:72:77:5                  | Lexer(CSVFormat, ExtendedBufferedReader)                                                                                                                                                       |    2 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:67:11:67:32                  | getEscapeCharacter(...)         | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:70:41:70:67                 |
| Lexer                  | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:67:5:67:9                   | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:67:72:77:5                  | Lexer(CSVFormat, ExtendedBufferedReader)                                                                                                                                                       |    2 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:67:11:67:32                  | getDelimiterString(...)         | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:69:26:69:52                 |
| Lexer                  | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:67:5:67:9                   | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:67:72:77:5                  | Lexer(CSVFormat, ExtendedBufferedReader)                                                                                                                                                       |    2 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:67:11:67:32                  | getCommentMarker(...)           | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:72:47:72:71                 |
| Lexer                  | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:67:5:67:9                   | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:67:72:77:5                  | Lexer(CSVFormat, ExtendedBufferedReader)                                                                                                                                                       |    2 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:67:11:67:32                  | mapNullToDisabled(...)          | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:70:23:70:68                 |
| Lexer                  | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:67:5:67:9                   | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:67:72:77:5                  | Lexer(CSVFormat, ExtendedBufferedReader)                                                                                                                                                       |    2 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:67:11:67:32                  | mapNullToDisabled(...)          | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:71:26:71:70                 |
| Lexer                  | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:67:5:67:9                   | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:67:72:77:5                  | Lexer(CSVFormat, ExtendedBufferedReader)                                                                                                                                                       |    2 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:67:11:67:32                  | mapNullToDisabled(...)          | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:72:29:72:72                 |
| Lexer                  | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:67:5:67:9                   | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:67:72:77:5                  | Lexer(CSVFormat, ExtendedBufferedReader)                                                                                                                                                       |    2 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:67:11:67:32                  | super(...)                      | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:67:5:67:9                   |
| Lexer                  | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:67:5:67:9                   | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:67:72:77:5                  | Lexer(CSVFormat, ExtendedBufferedReader)                                                                                                                                                       |    2 | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:67:35:67:69                  | toCharArray(...)                | file:///home/ali/Documents/AlphaTrans/preprocessed_0/commons-csv/src/main/java/org/apache/commons/csv/Lexer.java:69:26:69:66                 |
