| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:782:13:802:25                  | <clinit>                                                                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:157:20:157:28                  | CSVFormat                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:1317:12:1317:20              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:165:9:165:37               | testEqualsCommentStart_Deprecated                                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:157:17:157:49              | assertNotEquals0              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:59:25:59:40              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:170:33:170:56              | testEqualsDelimiter                                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:169:17:169:35              | newFormat                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:1217:29:1217:37              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:171:32:171:55              | testEqualsDelimiter                                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:169:17:169:35              | newFormat                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:1217:29:1217:37              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:173:9:173:37               | testEqualsDelimiter                                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:169:17:169:35              | assertNotEquals0              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:59:25:59:40              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:179:17:185:32              | testEqualsEscape                                                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:177:17:177:32              | build                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:250:26:250:30                |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:179:17:184:52              | testEqualsEscape                                                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:177:17:177:32              | setQuoteMode                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:611:24:611:35                |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:179:17:183:40              | testEqualsEscape                                                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:177:17:177:32              | setEscape0                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:378:24:378:33                |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:179:17:182:47              | testEqualsEscape                                                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:177:17:177:32              | setCommentMarker0             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:308:24:308:40                |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:179:17:181:39              | testEqualsEscape                                                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:177:17:177:32              | setQuote0                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:586:24:586:32                |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:179:17:180:34              | testEqualsEscape                                                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:177:17:177:32              | builder                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:1425:20:1425:26              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:179:17:179:41              | testEqualsEscape                                                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:177:17:177:32              | newFormat                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:1217:29:1217:37              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:186:32:186:70              | testEqualsEscape                                                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:177:17:177:32              | build                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:250:26:250:30                |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:186:32:186:62              | testEqualsEscape                                                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:177:17:177:32              | setEscape0                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:378:24:378:33                |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:186:32:186:46              | testEqualsEscape                                                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:177:17:177:32              | builder                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:1425:20:1425:26              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:188:9:188:37               | testEqualsEscape                                                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:177:17:177:32              | assertNotEquals0              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:59:25:59:40              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:195:17:199:53              | testEqualsEscape_Deprecated                                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:193:17:193:43              | withQuoteMode                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:2780:22:2780:34              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:195:17:198:41              | testEqualsEscape_Deprecated                                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:193:17:193:43              | withEscape0                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:2479:22:2479:32              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:195:17:197:48              | testEqualsEscape_Deprecated                                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:193:17:193:43              | withCommentMarker0            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:2433:22:2433:39              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:195:17:196:40              | testEqualsEscape_Deprecated                                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:193:17:193:43              | withQuote0                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:2753:22:2753:31              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:195:17:195:41              | testEqualsEscape_Deprecated                                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:193:17:193:43              | newFormat                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:1217:29:1217:37              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:200:32:200:53              | testEqualsEscape_Deprecated                                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:193:17:193:43              | withEscape0                   | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/main/java/org/apache/commons/csv/CSVFormat.java:2479:22:2479:32              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:202:9:202:37               | testEqualsEscape_Deprecated                                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:193:17:193:43              | assertNotEquals0              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:59:25:59:40              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:207:34:207:69              | testEqualsHash                                                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:206:17:206:30              | getDeclaredMethods            | file:///modules/java.base/java/lang/Class.class:0:0:0:0                                                                                                                 |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:209:17:209:56              | testEqualsHash                                                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:206:17:206:30              | isPublic                      | file:///modules/java.base/java/lang/reflect/Modifier.class:0:0:0:0                                                                                                      |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:209:35:209:55              | testEqualsHash                                                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:206:17:206:30              | getModifiers                  | file:///modules/java.base/java/lang/reflect/Method.class:0:0:0:0                                                                                                        |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:210:37:210:52              | testEqualsHash                                                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:206:17:206:30              | getName                       | file:///modules/java.base/java/lang/reflect/Method.class:0:0:0:0                                                                                                        |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:211:21:211:43              | testEqualsHash                                                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:206:17:206:30              | startsWith                    | file:///modules/java.base/java/lang/String.class:0:0:0:0                                                                                                                |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:212:47:212:72              | testEqualsHash                                                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:206:17:206:30              | getParameterTypes             | file:///modules/java.base/java/lang/reflect/Method.class:0:0:0:0                                                                                                        |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:213:45:213:66              | testEqualsHash                                                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:206:17:206:30              | getCanonicalName              | file:///modules/java.base/java/lang/Class.class:0:0:0:0                                                                                                                 |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:214:29:214:50              | testEqualsHash                                                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:206:17:206:30              | equals                        | file:///modules/java.base/java/lang/String.class:0:0:0:0                                                                                                                |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:215:52:215:97              | testEqualsHash                                                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:206:17:206:30              | invoke                        | file:///modules/java.base/java/lang/reflect/Method.class:0:0:0:0                                                                                                        |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:216:53:216:99              | testEqualsHash                                                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:206:17:206:30              | invoke                        | file:///modules/java.base/java/lang/reflect/Method.class:0:0:0:0                                                                                                        |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:217:29:217:75              | testEqualsHash                                                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:206:17:206:30              | assertNotEquals1              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:68:18:68:33              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:218:36:218:54              | testEqualsHash                                                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:206:17:206:30              | equals                        | file:///modules/java.base/java/lang/String.class:0:0:0:0                                                                                                                |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:219:46:219:82              | testEqualsHash                                                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:206:17:206:30              | invoke                        | file:///modules/java.base/java/lang/reflect/Method.class:0:0:0:0                                                                                                        |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:220:46:220:82              | testEqualsHash                                                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:206:17:206:30              | invoke                        | file:///modules/java.base/java/lang/reflect/Method.class:0:0:0:0                                                                                                        |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:221:29:221:62              | testEqualsHash                                                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:206:17:206:30              | assertNotEquals1              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:68:18:68:33              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:222:36:222:69              | testEqualsHash                                                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:206:17:206:30              | equals                        | file:///modules/java.base/java/lang/String.class:0:0:0:0                                                                                                                |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:223:46:223:98              | testEqualsHash                                                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:206:17:206:30              | invoke                        | file:///modules/java.base/java/lang/reflect/Method.class:0:0:0:0                                                                                                        |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:225:37:225:92              | testEqualsHash                                                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:206:17:206:30              | invoke                        | file:///modules/java.base/java/lang/reflect/Method.class:0:0:0:0                                                                                                        |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:225:70:225:91              | testEqualsHash                                                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:206:17:206:30              | valueOf                       | file:///modules/java.base/java/lang/Character.class:0:0:0:0                                                                                                             |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:226:29:226:62              | testEqualsHash                                                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:206:17:206:30              | assertNotEquals1              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:68:18:68:33              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:227:36:227:66              | testEqualsHash                                                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:206:17:206:30              | equals                        | file:///modules/java.base/java/lang/String.class:0:0:0:0                                                                                                                |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:228:46:228:98              | testEqualsHash                                                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:206:17:206:30              | invoke                        | file:///modules/java.base/java/lang/reflect/Method.class:0:0:0:0                                                                                                        |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:229:46:229:82              | testEqualsHash                                                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:206:17:206:30              | invoke                        | file:///modules/java.base/java/lang/reflect/Method.class:0:0:0:0                                                                                                        |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:230:29:230:62              | testEqualsHash                                                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:206:17:206:30              | assertNotEquals1              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:68:18:68:33              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:231:36:231:68              | testEqualsHash                                                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:206:17:206:30              | equals                        | file:///modules/java.base/java/lang/String.class:0:0:0:0                                                                                                                |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:233:37:235:85              | testEqualsHash                                                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:206:17:206:30              | invoke                        | file:///modules/java.base/java/lang/reflect/Method.class:0:0:0:0                                                                                                        |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:237:37:239:83              | testEqualsHash                                                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:206:17:206:30              | invoke                        | file:///modules/java.base/java/lang/reflect/Method.class:0:0:0:0                                                                                                        |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:240:29:240:62              | testEqualsHash                                                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:206:17:206:30              | assertNotEquals1              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:68:18:68:33              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:241:36:241:82              | testEqualsHash                                                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:206:17:206:30              | equals                        | file:///modules/java.base/java/lang/String.class:0:0:0:0                                                                                                                |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:242:46:242:96              | testEqualsHash                                                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:206:17:206:30              | invoke                        | file:///modules/java.base/java/lang/reflect/Method.class:0:0:0:0                                                                                                        |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:243:46:243:92              | testEqualsHash                                                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:206:17:206:30              | invoke                        | file:///modules/java.base/java/lang/reflect/Method.class:0:0:0:0                                                                                                        |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:244:29:244:62              | testEqualsHash                                                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:206:17:206:30              | assertNotEquals1              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:68:18:68:33              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:245:36:245:92              | testEqualsHash                                                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:206:17:206:30              | equals                        | file:///modules/java.base/java/lang/String.class:0:0:0:0                                                                                                                |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:247:37:247:99              | testEqualsHash                                                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:206:17:206:30              | invoke                        | file:///modules/java.base/java/lang/reflect/Method.class:0:0:0:0                                                                                                        |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:249:37:249:98              | testEqualsHash                                                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:206:17:206:30              | invoke                        | file:///modules/java.base/java/lang/reflect/Method.class:0:0:0:0                                                                                                        |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:250:29:250:62              | testEqualsHash                                                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:206:17:206:30              | assertNotEquals1              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-csv/src/test/java/org/apache/commons/csv/CSVFormatTest.java:68:18:68:33              |
