commons-exec.src.main.org.apache.commons.exec.util.StringUtils_python_partial.json, StringUtils, 231-233:toString, success, 3
commons-exec.src.main.org.apache.commons.exec.ShutdownHookProcessDestroyer_python_partial.json, ShutdownHookProcessDestroyer, 184-186:size, success, 2
commons-exec.src.main.org.apache.commons.exec.ShutdownHookProcessDestroyer_python_partial.json, ShutdownHookProcessDestroyer, 165-176:run, success, 8
commons-exec.src.main.org.apache.commons.exec.ShutdownHookProcessDestroyer_python_partial.json, ShutdownHookProcessDestroyer, 125-133:remove, success, 13
commons-exec.src.main.org.apache.commons.exec.ShutdownHookProcessDestroyer_python_partial.json, ShutdownHookProcessDestroyer, 77-86:add, success, 6
commons-exec.src.main.org.apache.commons.exec.ShutdownHookProcessDestroyer_python_partial.json, ShutdownHookProcessDestroyer, 114-116:isEmpty, success, 2
commons-exec.src.main.org.apache.commons.exec.ShutdownHookProcessDestroyer_python_partial.json, ShutdownHookProcessDestroyer, 104-106:isAddedAsShutdownHook, success, 2
commons-exec.src.main.org.apache.commons.exec.ShutdownHookProcessDestroyer_python_partial.json, ShutdownHookProcessDestroyer, 67-68:ShutdownHookProcessDestroyer, failure, 7
commons-exec.src.main.org.apache.commons.exec.ShutdownHookProcessDestroyer_python_partial.json, ShutdownHookProcessDestroyer, 138-159:removeShutdownHook, success, 20
commons-exec.src.main.org.apache.commons.exec.ShutdownHookProcessDestroyer_python_partial.json, ShutdownHookProcessDestroyer, 91-97:addShutdownHook, success, 5
commons-exec.src.main.org.apache.commons.exec.LogOutputStream_python_partial.json, ByteArrayOutputStreamX, 36-38:toString, success, 2
commons-exec.src.main.org.apache.commons.exec.LogOutputStream_python_partial.json, ByteArrayOutputStreamX, 32-34:ByteArrayOutputStreamX, success, 2
commons-exec.src.main.org.apache.commons.exec.LogOutputStream_python_partial.json, LogOutputStream, 113-117:flush, failure, 3
commons-exec.src.main.org.apache.commons.exec.LogOutputStream_python_partial.json, LogOutputStream, 100-105:close, success, 4
commons-exec.src.main.org.apache.commons.exec.LogOutputStream_python_partial.json, LogOutputStream, 193-204:write1, success, 9
commons-exec.src.main.org.apache.commons.exec.LogOutputStream_python_partial.json, LogOutputStream, 162-185:write0, success, 17
commons-exec.src.main.org.apache.commons.exec.LogOutputStream_python_partial.json, LogOutputStream, 141-143:processLine0, success, 2
commons-exec.src.main.org.apache.commons.exec.LogOutputStream_python_partial.json, LogOutputStream, 131-134:processBuffer, success, 3
commons-exec.src.main.org.apache.commons.exec.LogOutputStream_python_partial.json, LogOutputStream, 124-126:getMessageLevel, success, 2
commons-exec.src.main.org.apache.commons.exec.LogOutputStream_python_partial.json, LogOutputStream, 81-92:LogOutputStream, success, 11
commons-exec.src.main.org.apache.commons.exec.LogOutputStream_python_partial.json, LogOutputStream, 151-151:processLine1, success, 2
commons-exec.src.main.org.apache.commons.exec.DaemonExecutor_python_partial.json, Builder, 42-44:get, success, 3
commons-exec.src.main.org.apache.commons.exec.DaemonExecutor_python_partial.json, DaemonExecutor, 76-80:createThread, success, 5
commons-exec.src.main.org.apache.commons.exec.DaemonExecutor_python_partial.json, DaemonExecutor, 54-56:builder, success, 3
commons-exec.src.main.org.apache.commons.exec.DaemonExecutor_python_partial.json, DaemonExecutor, 64-66:DaemonExecutor, error, 3
